firm_id,date,expo_topic_semiconductors,expo_topic_cloud,expo_topic_software,expo_topic_hardware,expo_topic_advertising,expo_topic_social,expo_topic_ecommerce,expo_topic_data,expo_topic_auto
CSCO,2015-03,0.105771,0.108424,0.116755,0.113828,0.110207,0.104766,0.121033,0.114373,0.104843
CSCO,2015-06,0.105184,0.108375,0.117673,0.113855,0.109386,0.104654,0.121281,0.114471,0.105121
CSCO,2015-09,0.115931,0.105401,0.114708,0.115982,0.10965,0.108288,0.11517,0.105653,0.109215
CSCO,2015-12,0.105737,0.106697,0.117431,0.112369,0.108227,0.106735,0.120439,0.11518,0.107184
CSCO,2016-03,0.10535,0.106794,0.11698,0.112547,0.108589,0.107306,0.120311,0.11502,0.107103
CSCO,2016-06,0.105449,0.106813,0.117363,0.112608,0.108298,0.107461,0.120312,0.114732,0.106963
CSCO,2016-09,0.115335,0.105282,0.115114,0.116326,0.106692,0.105984,0.112974,0.109066,0.113226
CSCO,2016-12,0.107729,0.1062,0.1181,0.112407,0.108071,0.1072,0.119003,0.11421,0.107079
CSCO,2017-03,0.106104,0.105503,0.117488,0.112557,0.109231,0.108014,0.11943,0.114436,0.107238
CSCO,2017-06,0.106133,0.10561,0.117997,0.112753,0.108455,0.108437,0.119365,0.113951,0.107299
CSCO,2017-09,0.117421,0.110481,0.109501,0.114756,0.111403,0.106685,0.111803,0.105654,0.112296
CSCO,2017-12,0.111354,0.107906,0.115208,0.113045,0.108391,0.105506,0.117839,0.113735,0.107016
CSCO,2018-03,0.108301,0.107327,0.116321,0.112725,0.110081,0.105464,0.11858,0.11399,0.10721
CSCO,2018-06,0.108013,0.107192,0.117194,0.112673,0.109228,0.105946,0.118729,0.113692,0.107332
CSCO,2018-09,0.117163,0.112539,0.110328,0.114207,0.109878,0.108747,0.112209,0.103992,0.110937
CSCO,2018-12,0.110023,0.107308,0.115875,0.1127,0.109578,0.105265,0.118421,0.114086,0.106745
CSCO,2019-03,0.107196,0.107561,0.116843,0.112991,0.110207,0.105337,0.11862,0.113891,0.107355
CSCO,2019-06,0.10753,0.107582,0.117337,0.11294,0.109081,0.105848,0.118422,0.11379,0.10747
CSCO,2019-09,0.117313,0.112206,0.110442,0.114727,0.109678,0.109528,0.111618,0.104439,0.11005
CSCO,2019-12,0.109198,0.106216,0.117279,0.112772,0.109363,0.10542,0.11865,0.114615,0.106488
CSCO,2020-03,0.10749,0.106104,0.117218,0.113346,0.110558,0.10555,0.118404,0.114662,0.106669
CSCO,2020-06,0.10863,0.107049,0.115951,0.114559,0.109538,0.106422,0.117546,0.113663,0.106643
CSCO,2020-09,0.116321,0.111431,0.109944,0.115357,0.111011,0.110429,0.110682,0.105065,0.10976
CSCO,2020-12,0.109701,0.10681,0.115712,0.114037,0.109965,0.106238,0.117868,0.113569,0.1061
CSCO,2021-03,0.10973,0.107521,0.114148,0.114897,0.110405,0.106033,0.116338,0.114332,0.106596
CSCO,2021-06,0.108896,0.107712,0.115089,0.114807,0.109913,0.106045,0.11657,0.114374,0.106594
CSCO,2021-09,0.11866,0.113513,0.11293,0.11393,0.108098,0.108932,0.111506,0.105733,0.106699
CSCO,2021-12,0.109937,0.108131,0.117853,0.113135,0.107336,0.108115,0.117525,0.114098,0.10387
CSCO,2022-03,0.109396,0.108288,0.11701,0.113211,0.10813,0.108564,0.117132,0.11438,0.103887
CSCO,2022-06,0.10958,0.108191,0.117332,0.113162,0.107688,0.108561,0.117188,0.114491,0.103807
CSCO,2022-09,0.117857,0.112403,0.112778,0.115393,0.108963,0.108472,0.111468,0.105987,0.10668
CSCO,2022-12,0.110103,0.108151,0.117562,0.113541,0.107089,0.10784,0.117474,0.114059,0.104181
CSCO,2023-03,0.109035,0.108235,0.117146,0.113242,0.108275,0.108226,0.117442,0.114413,0.103985
CSCO,2023-06,0.110655,0.107809,0.116888,0.113016,0.107491,0.108656,0.11745,0.114456,0.103579
CSCO,2023-09,0.116752,0.113109,0.112076,0.115176,0.110306,0.108052,0.111542,0.106013,0.106975
CSCO,2023-12,0.108992,0.106351,0.118605,0.112472,0.109235,0.107059,0.118382,0.113934,0.104969
CSCO,2024-03,0.108812,0.106468,0.117173,0.112894,0.11001,0.107485,0.118099,0.11417,0.104889
CSCO,2024-06,0.107744,0.106514,0.11861,0.11275,0.109109,0.107841,0.118168,0.114009,0.105254
CSCO,2024-09,0.117198,0.116092,0.106087,0.117512,0.105864,0.100853,0.112727,0.10801,0.115657
CSCO,2024-12,0.11144,0.108387,0.11455,0.113866,0.107673,0.102837,0.117942,0.114812,0.108493
CSCO,2025-03,0.110985,0.108087,0.114222,0.113858,0.108785,0.103363,0.117758,0.114932,0.108008
CSCO,2025-06,0.111015,0.108043,0.114303,0.114132,0.1079,0.103794,0.117686,0.114509,0.108617
CSCO,2025-09,0.1176,0.115195,0.106472,0.116853,0.107698,0.100757,0.113916,0.108011,0.113498
CSCO,2025-12,0.111215,0.108867,0.114193,0.11394,0.107346,0.103605,0.117528,0.11411,0.109196
GOOGL,2013-09,0.106992,0.103459,0.113256,0.11892,0.125924,0.104328,0.112353,0.110057,0.104712
GOOGL,2013-12,0.11599,0.108061,0.108669,0.119936,0.121309,0.106442,0.106952,0.10927,0.103372
GOOGL,2014-03,0.111973,0.103444,0.110984,0.122948,0.124291,0.100067,0.112791,0.108422,0.105079
GOOGL,2014-06,0.110168,0.104085,0.111123,0.120789,0.124455,0.101849,0.11295,0.109018,0.105563
GOOGL,2014-09,0.111411,0.103492,0.11125,0.122062,0.124789,0.100707,0.112677,0.108489,0.105123
GOOGL,2014-12,0.110498,0.113364,0.106856,0.116709,0.118891,0.107448,0.109566,0.10762,0.109047
GOOGL,2015-03,0.104443,0.105814,0.114659,0.113285,0.120999,0.107675,0.114849,0.113814,0.104463
GOOGL,2015-06,0.104788,0.105756,0.118418,0.113682,0.12049,0.104066,0.115477,0.114313,0.10301
GOOGL,2015-09,0.104756,0.106537,0.114606,0.113812,0.122209,0.103285,0.118011,0.111706,0.105078
GOOGL,2015-12,0.109233,0.113747,0.110707,0.115151,0.122467,0.107782,0.11065,0.102314,0.107949
GOOGL,2016-03,0.110847,0.109651,0.111212,0.116159,0.116972,0.102863,0.115575,0.111213,0.105509
GOOGL,2016-06,0.111041,0.110063,0.111503,0.116742,0.116099,0.104487,0.114792,0.112371,0.102904
GOOGL,2016-09,0.111299,0.11,0.110156,0.116728,0.116185,0.1032,0.116616,0.111494,0.104321
GOOGL,2016-12,0.11149,0.109114,0.114461,0.118707,0.12273,0.104905,0.108938,0.101844,0.107812
GOOGL,2017-03,0.109811,0.109463,0.110385,0.115565,0.116946,0.103684,0.115325,0.113928,0.104895
GOOGL,2017-06,0.110397,0.1101,0.111385,0.115521,0.117366,0.103708,0.114204,0.113948,0.103372
GOOGL,2017-09,0.110279,0.109891,0.109311,0.115789,0.117278,0.103122,0.117363,0.112211,0.104757
GOOGL,2017-12,0.111172,0.110051,0.114111,0.118149,0.123047,0.106572,0.109155,0.101235,0.106508
GOOGL,2018-03,0.112373,0.11049,0.109334,0.116304,0.116052,0.103315,0.113046,0.113541,0.105544
GOOGL,2018-06,0.111717,0.109861,0.110825,0.117563,0.116933,0.10394,0.112477,0.113419,0.103265
GOOGL,2018-09,0.113377,0.111026,0.108262,0.116874,0.116142,0.102997,0.114148,0.112268,0.104906
GOOGL,2018-12,0.112022,0.110579,0.112935,0.119775,0.122656,0.104544,0.109313,0.100965,0.10721
GOOGL,2019-03,0.111734,0.112025,0.110586,0.113331,0.117281,0.102721,0.114802,0.111561,0.10596
GOOGL,2019-06,0.111186,0.11217,0.111143,0.113697,0.117549,0.10422,0.11357,0.112733,0.103733
GOOGL,2019-09,0.111555,0.112782,0.109153,0.114009,0.117041,0.102598,0.116488,0.111587,0.104787
GOOGL,2019-12,0.111127,0.114017,0.113197,0.118415,0.119595,0.102837,0.10816,0.101737,0.110915
GOOGL,2020-03,0.108455,0.11062,0.106703,0.115802,0.120336,0.106489,0.11533,0.110235,0.10603
GOOGL,2020-06,0.10863,0.111976,0.106245,0.117584,0.118319,0.107213,0.115379,0.10971,0.104943
GOOGL,2020-09,0.110102,0.112712,0.104693,0.116552,0.119035,0.105386,0.116624,0.109284,0.105611
GOOGL,2020-12,0.109974,0.11721,0.111453,0.11672,0.115694,0.105718,0.108052,0.104403,0.110777
GOOGL,2021-03,0.104091,0.107662,0.106245,0.120747,0.120567,0.109464,0.118057,0.108283,0.104884
GOOGL,2021-06,0.103473,0.107378,0.10565,0.12043,0.12146,0.109425,0.118367,0.108838,0.10498
GOOGL,2021-09,0.103747,0.107475,0.106415,0.120492,0.120765,0.109301,0.118682,0.108581,0.104541
GOOGL,2021-12,0.1107,0.117965,0.110234,0.116325,0.116478,0.104111,0.108079,0.104766,0.111343
GOOGL,2022-03,0.102941,0.1113,0.113371,0.114002,0.128961,0.108458,0.113902,0.106694,0.100371
GOOGL,2022-06,0.102941,0.1113,0.113371,0.114002,0.128961,0.108458,0.113902,0.106694,0.100371
GOOGL,2022-09,0.102941,0.1113,0.113371,0.114002,0.128961,0.108458,0.113902,0.106694,0.100371
GOOGL,2022-12,0.108472,0.1168,0.110732,0.114626,0.118713,0.107747,0.110227,0.101977,0.110705
GOOGL,2023-03,0.106558,0.11265,0.115692,0.114516,0.122073,0.104833,0.113997,0.110846,0.098836
GOOGL,2023-06,0.106558,0.11265,0.115692,0.114516,0.122073,0.104833,0.113997,0.110846,0.098836
GOOGL,2023-09,0.106558,0.11265,0.115692,0.114516,0.122073,0.104833,0.113997,0.110846,0.098836
GOOGL,2023-12,0.112194,0.121834,0.108427,0.116656,0.113796,0.10012,0.109571,0.104037,0.113365
GOOGL,2024-03,0.107794,0.112429,0.115445,0.114871,0.121504,0.104878,0.114325,0.110205,0.098549
GOOGL,2024-06,0.107747,0.11214,0.116326,0.115129,0.122342,0.104385,0.113801,0.109575,0.098555
GOOGL,2024-09,0.107705,0.11219,0.116375,0.115114,0.122359,0.10445,0.113774,0.109541,0.098491
GOOGL,2024-12,0.111712,0.120683,0.109162,0.115139,0.114056,0.103106,0.109784,0.103315,0.113043
GOOGL,2025-03,0.106775,0.112308,0.11533,0.114793,0.121018,0.104369,0.114179,0.111785,0.099444
GOOGL,2025-06,0.106775,0.112308,0.11533,0.114793,0.121018,0.104369,0.114179,0.111785,0.099444
GOOGL,2025-09,0.106775,0.112308,0.11533,0.114793,0.121018,0.104369,0.114179,0.111785,0.099444
GOOGL,2025-12,0.112013,0.119604,0.110425,0.115512,0.114225,0.101992,0.109706,0.10223,0.114293
IBM,2013-09,0.111288,0.110091,0.118453,0.108743,0.111053,0.099543,0.117839,0.1203,0.102691
IBM,2013-12,0.115942,0.114939,0.113192,0.11531,0.106389,0.09333,0.108292,0.118746,0.113859
IBM,2014-03,0.115942,0.114939,0.113192,0.11531,0.106389,0.09333,0.108292,0.118746,0.113859
IBM,2014-06,0.115942,0.114939,0.113192,0.11531,0.106389,0.09333,0.108292,0.118746,0.113859
IBM,2014-09,0.109675,0.116311,0.121016,0.11558,0.110785,0.101704,0.112902,0.108253,0.103774
IBM,2014-12,0.114579,0.118885,0.116265,0.113139,0.105637,0.092312,0.109087,0.117621,0.112475
IBM,2015-03,0.108315,0.12029,0.120445,0.116434,0.110433,0.095472,0.113383,0.115112,0.100115
IBM,2015-06,0.108315,0.12029,0.120445,0.116434,0.110433,0.095472,0.113383,0.115112,0.100115
IBM,2015-09,0.110419,0.113975,0.120272,0.11702,0.109317,0.09785,0.112622,0.113302,0.105223
IBM,2015-12,0.113971,0.106278,0.112935,0.119734,0.115827,0.094263,0.117398,0.114631,0.104965
IBM,2016-03,0.115413,0.114221,0.12257,0.106888,0.106402,0.097085,0.11574,0.111518,0.110162
IBM,2016-06,0.114956,0.105022,0.117647,0.115438,0.110921,0.096546,0.115699,0.118413,0.105357
IBM,2016-09,0.115724,0.10641,0.114272,0.116082,0.109606,0.095423,0.119757,0.115151,0.107576
IBM,2016-12,0.112449,0.116442,0.112781,0.111163,0.107872,0.097272,0.116383,0.110095,0.115544
IBM,2017-03,0.110777,0.105547,0.11512,0.113714,0.111627,0.099369,0.119561,0.11793,0.106354
IBM,2017-06,0.112729,0.107682,0.117094,0.112167,0.113358,0.096192,0.118432,0.118658,0.103689
IBM,2017-09,0.114783,0.10728,0.113669,0.114219,0.112929,0.093318,0.121164,0.116609,0.106028
IBM,2017-12,0.112788,0.117769,0.113252,0.110848,0.107167,0.097634,0.115696,0.109307,0.115539
IBM,2018-03,0.109639,0.111051,0.119779,0.110455,0.109946,0.097275,0.118281,0.117139,0.106435
IBM,2018-06,0.110273,0.111266,0.121087,0.109654,0.112653,0.096116,0.117399,0.119288,0.102264
IBM,2018-09,0.111578,0.111318,0.117713,0.11013,0.112527,0.093995,0.12006,0.118146,0.104533
IBM,2018-12,0.113019,0.118347,0.113306,0.111501,0.106529,0.096735,0.115627,0.109133,0.115803
IBM,2019-03,0.10871,0.105916,0.117168,0.111171,0.110264,0.104191,0.118849,0.119444,0.104288
IBM,2019-06,0.109997,0.108,0.118373,0.110639,0.112545,0.102213,0.117133,0.119562,0.10154
IBM,2019-09,0.112028,0.115249,0.115425,0.108835,0.106783,0.09662,0.116665,0.122695,0.105702
IBM,2019-12,0.11751,0.116218,0.115149,0.115086,0.107413,0.088558,0.108934,0.11561,0.115522
IBM,2020-03,0.109801,0.117572,0.117726,0.110242,0.104656,0.097748,0.112949,0.12188,0.107426
IBM,2020-06,0.111498,0.118908,0.116096,0.110071,0.106362,0.098058,0.111856,0.123476,0.103674
IBM,2020-09,0.114043,0.120935,0.114924,0.107941,0.104206,0.093044,0.116274,0.121044,0.107588
IBM,2020-12,0.120053,0.120414,0.113961,0.115792,0.104685,0.087008,0.108142,0.115388,0.114557
IBM,2021-03,0.114882,0.115206,0.117874,0.111977,0.105348,0.094174,0.11593,0.119847,0.104762
IBM,2021-06,0.113528,0.112229,0.117725,0.110989,0.111177,0.09581,0.115727,0.121347,0.101469
IBM,2021-09,0.11129,0.114741,0.11571,0.110767,0.108685,0.094331,0.119714,0.119204,0.105557
IBM,2021-12,0.120773,0.121188,0.114539,0.115347,0.10513,0.086876,0.10802,0.114361,0.113766
IBM,2022-03,0.110349,0.114576,0.118108,0.111414,0.105886,0.096311,0.117401,0.120376,0.105578
IBM,2022-06,0.110192,0.114693,0.117936,0.110714,0.109958,0.096996,0.116788,0.120012,0.102711
IBM,2022-09,0.113375,0.116326,0.116901,0.111565,0.108028,0.092469,0.119324,0.117614,0.104398
IBM,2022-12,0.119999,0.122864,0.115204,0.1137,0.104097,0.088716,0.108206,0.115022,0.112191
IBM,2023-03,0.113093,0.114427,0.115021,0.113956,0.106885,0.092472,0.118506,0.115075,0.110566
IBM,2023-06,0.114544,0.115266,0.113828,0.11609,0.106874,0.09309,0.117858,0.114394,0.108056
IBM,2023-09,0.11636,0.119085,0.113502,0.113266,0.10475,0.090439,0.117893,0.115216,0.109488
IBM,2023-12,0.119972,0.123375,0.114793,0.112787,0.103853,0.089338,0.108238,0.114999,0.112645
IBM,2024-03,0.108985,0.107813,0.117569,0.110817,0.111042,0.100895,0.118704,0.114895,0.109281
IBM,2024-06,0.109651,0.10903,0.116871,0.111099,0.110579,0.100283,0.118675,0.114527,0.109285
IBM,2024-09,0.113624,0.112229,0.11447,0.113187,0.108676,0.098346,0.118244,0.115455,0.105768
IBM,2024-12,0.120099,0.122926,0.115179,0.113737,0.104054,0.088257,0.108204,0.115205,0.112339
IBM,2025-03,0.108204,0.10793,0.121477,0.109246,0.112008,0.10018,0.116496,0.117723,0.106737
IBM,2025-06,0.109208,0.1077,0.120816,0.108494,0.113921,0.10001,0.116122,0.11895,0.10478
IBM,2025-09,0.115752,0.114996,0.11633,0.111031,0.109036,0.093711,0.115481,0.118749,0.104915
IBM,2025-12,0.12027,0.122996,0.115211,0.113681,0.10393,0.088504,0.108145,0.115197,0.112066
INTC,2013-09,0.102659,0.105939,0.122901,0.106842,0.112209,0.103819,0.122924,0.114629,0.108078
INTC,2013-12,0.132792,0.112353,0.108041,0.121665,0.104469,0.093734,0.10454,0.113817,0.108588
INTC,2014-03,0.101885,0.105772,0.122826,0.106188,0.112349,0.103304,0.122619,0.115318,0.109739
INTC,2014-06,0.102377,0.105466,0.122937,0.106686,0.112445,0.103166,0.122536,0.115479,0.108908
INTC,2014-09,0.102315,0.10551,0.122346,0.106559,0.112582,0.103099,0.123197,0.115153,0.10924
INTC,2014-12,0.132071,0.111062,0.105642,0.123798,0.104106,0.094622,0.104735,0.114665,0.1093
INTC,2015-03,0.1015,0.105494,0.123917,0.106136,0.111464,0.102911,0.122052,0.116833,0.109694
INTC,2015-06,0.109968,0.107814,0.116021,0.110409,0.109983,0.102628,0.118436,0.115449,0.109293
INTC,2015-09,0.109896,0.107314,0.116209,0.11078,0.110123,0.102182,0.118825,0.115263,0.109408
INTC,2015-12,0.126606,0.111835,0.104664,0.126445,0.108535,0.097691,0.104401,0.113823,0.106
INTC,2016-03,0.126606,0.111835,0.104664,0.126445,0.108535,0.097691,0.104401,0.113823,0.106
INTC,2016-06,0.108409,0.107963,0.118083,0.109033,0.108309,0.101883,0.118887,0.116847,0.110586
INTC,2016-09,0.113639,0.109801,0.114292,0.110886,0.107376,0.09948,0.118436,0.117209,0.10888
INTC,2016-12,0.119763,0.113222,0.1079375,0.11708701,0.105619,0.0972805,0.112794,0.1150835,0.111214
INTC,2017-03,0.119763,0.113222,0.1079375,0.11708701,0.105619,0.0972805,0.112794,0.1150835,0.111214
INTC,2017-06,0.116203,0.1109,0.111499,0.112153,0.109463,0.102422,0.115349,0.114042,0.107969
INTC,2017-09,0.115187496,0.109761,0.1118015,0.1128,0.110176995,0.101054996,0.1172555,0.113442004,0.10852
INTC,2017-12,0.118012,0.110296,0.109321,0.115892,0.10899,0.101459,0.109551,0.117651,0.108829
INTC,2018-03,0.102209,0.111816,0.119553,0.106698,0.110564,0.106252,0.125983,0.11186,0.105066
INTC,2018-06,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2018-09,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2018-12,0.117349,0.110065,0.107791,0.115919,0.1109,0.100382,0.112082,0.11623,0.109283
INTC,2019-03,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2019-06,0.102957,0.110711,0.12036,0.106575,0.11106,0.106064,0.125759,0.111724,0.104789
INTC,2019-09,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2019-12,0.117052,0.110394,0.110187,0.115448,0.110371,0.096626,0.111978,0.116706,0.111236
INTC,2020-03,0.1031,0.111767,0.119186,0.107365,0.111093,0.105488,0.125136,0.111027,0.105841
INTC,2020-06,0.102442,0.112328,0.119586,0.107612,0.11116,0.105396,0.125002,0.110968,0.105507
INTC,2020-09,0.102442,0.112328,0.119586,0.107612,0.11116,0.105396,0.125002,0.110968,0.105507
INTC,2020-12,0.112315,0.110842,0.113184,0.116036,0.110886,0.099147,0.114347,0.113715,0.109529
INTC,2021-03,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2021-06,0.102551,0.11146,0.120059,0.106579,0.110818,0.10612,0.125972,0.111556,0.104885
INTC,2021-09,0.102173,0.111059,0.119504,0.107432,0.11193,0.10572,0.125737,0.111353,0.105092
INTC,2021-12,0.121494,0.107513,0.108709,0.114982,0.112673,0.100626,0.109025,0.112273,0.112706
INTC,2022-03,0.121494,0.107513,0.108709,0.114982,0.112673,0.100626,0.109025,0.112273,0.112706
INTC,2022-06,0.102173,0.111059,0.119504,0.107432,0.11193,0.10572,0.125737,0.111353,0.105092
INTC,2022-09,0.102637,0.112777,0.117832,0.108234,0.113839,0.101038,0.124391,0.111971,0.107281
INTC,2022-12,0.108929,0.109559506,0.1158745,0.1101055,0.1130275,0.1015725,0.1173345,0.113012,0.110585496
INTC,2023-03,0.108929,0.109559506,0.1158745,0.1101055,0.1130275,0.1015725,0.1173345,0.113012,0.110585496
INTC,2023-06,0.1029,0.112874,0.11757,0.108678,0.11378,0.100773,0.124308,0.111606,0.107512
INTC,2023-09,0.1029,0.112874,0.11757,0.108678,0.11378,0.100773,0.124308,0.111606,0.107512
INTC,2023-12,0.117209,0.107451,0.113234,0.112017,0.111144,0.099719,0.110528,0.114337,0.114359
INTC,2024-03,0.1029,0.112874,0.11757,0.108678,0.11378,0.100773,0.124308,0.111606,0.107512
INTC,2024-06,0.1029,0.112874,0.11757,0.108678,0.11378,0.100773,0.124308,0.111606,0.107512
INTC,2024-09,0.1029,0.112874,0.11757,0.108678,0.11378,0.100773,0.124308,0.111606,0.107512
INTC,2024-12,0.102394,0.106488,0.126292,0.107512,0.117766,0.097961,0.122568,0.111625,0.107393
INTC,2025-03,0.102063,0.113232,0.118839,0.108353,0.114311,0.099071,0.124891,0.111294,0.107946
INTC,2025-06,0.102005,0.112536,0.118414,0.10877,0.115163,0.098443,0.125675,0.111674,0.107319
INTC,2025-09,0.102063,0.113232,0.118839,0.108353,0.114311,0.099071,0.124891,0.111294,0.107946
INTC,2025-12,0.102388,0.106416,0.126324,0.107444,0.117841,0.098344,0.122369,0.111372,0.107502
INTU,2013-09,0.109063,0.109823,0.124037,0.110167,0.111149,0.097678,0.113634,0.119391,0.105058
INTU,2013-12,0.103583,0.103231,0.124297,0.111819,0.113271,0.097922,0.125902,0.11599,0.103984
INTU,2014-03,0.103583,0.103231,0.124297,0.111819,0.113271,0.097922,0.125902,0.11599,0.103984
INTU,2014-06,0.103583,0.103231,0.124297,0.111819,0.113271,0.097922,0.125902,0.11599,0.103984
INTU,2014-09,0.108464,0.109514,0.125984,0.108646,0.111061,0.097737,0.114278,0.11859,0.105726
INTU,2014-12,0.103896,0.102921,0.12587,0.111457,0.113186,0.096337,0.124704,0.11669,0.104938
INTU,2015-03,0.104133,0.101968,0.124977,0.113482,0.113495,0.096535,0.124427,0.116039,0.104944
INTU,2015-06,0.104133,0.101968,0.124977,0.113482,0.113495,0.096535,0.124427,0.116039,0.104944
INTU,2015-09,0.107676,0.10852,0.126113,0.109214,0.112022,0.098083,0.115085,0.11783,0.105458
INTU,2015-12,0.105421,0.102328,0.126056,0.111325,0.112782,0.095234,0.124195,0.116984,0.105675
INTU,2016-03,0.105536,0.102104,0.125988,0.111666,0.112809,0.095668,0.12396,0.116692,0.105576
INTU,2016-06,0.105112,0.101667,0.125938,0.111841,0.112758,0.096065,0.124131,0.116654,0.105834
INTU,2016-09,0.107832,0.107968,0.12622,0.109458,0.112341,0.0984,0.114562,0.11739,0.105829
INTU,2016-12,0.105081,0.101522,0.125065,0.112156,0.11334,0.096853,0.124138,0.116341,0.105505
INTU,2017-03,0.104111,0.102963,0.12392,0.11096,0.113554,0.097832,0.124733,0.116381,0.105546
INTU,2017-06,0.103707,0.103399,0.124175,0.109106,0.112863,0.0987,0.124996,0.116593,0.106459
INTU,2017-09,0.109748,0.105392,0.123378,0.111158,0.114275,0.09761,0.115377,0.117043,0.106018
INTU,2017-12,0.102898,0.101082,0.1225,0.111252,0.114845,0.098627,0.123242,0.117103,0.108451
INTU,2018-03,0.102837,0.100996,0.122552,0.111283,0.114853,0.098676,0.123242,0.117048,0.108513
INTU,2018-06,0.102734,0.100933,0.122521,0.111245,0.114822,0.098595,0.12329,0.117359,0.108501
INTU,2018-09,0.110544,0.105359,0.123053,0.110244,0.114018,0.097552,0.115459,0.117084,0.106686
INTU,2018-12,0.102997,0.104363,0.123336,0.109137,0.112068,0.099217,0.124038,0.118619,0.106224
INTU,2019-03,0.103015,0.104476,0.123183,0.10907,0.112049,0.099431,0.124132,0.118652,0.105991
INTU,2019-06,0.103038,0.104295,0.122651,0.109121,0.112443,0.099094,0.124363,0.118925,0.10607
INTU,2019-09,0.11024,0.105466,0.12327,0.109817,0.11403,0.096918,0.11766,0.115989,0.106611
INTU,2019-12,0.104081,0.102981,0.122466,0.111482,0.112845,0.098009,0.123511,0.115997,0.108627
INTU,2020-03,0.104081,0.102981,0.122466,0.111482,0.112845,0.098009,0.123511,0.115997,0.108627
INTU,2020-06,0.104661,0.109937,0.116444,0.114268,0.109131,0.10243,0.124394,0.11041,0.108324
INTU,2020-09,0.110227,0.105501,0.123268,0.109818,0.114018,0.096891,0.117657,0.116017,0.106603
INTU,2020-12,0.106193,0.10806,0.119007,0.115912,0.110612,0.101013,0.120435,0.110723,0.108044
INTU,2021-03,0.103932,0.107926,0.116244,0.115494,0.111263,0.105179,0.121055,0.11145,0.107457
INTU,2021-06,0.103908,0.107899,0.116266,0.115492,0.111285,0.105148,0.121059,0.111465,0.107476
INTU,2021-09,0.108965,0.105444,0.121026,0.111232,0.113654,0.098844,0.117691,0.116239,0.106905
INTU,2021-12,0.108162,0.105491,0.117711,0.111682,0.112283,0.102685,0.121802,0.113352,0.106831
INTU,2022-03,0.106979,0.105161,0.11552,0.110913,0.114197,0.103689,0.12272,0.113495,0.107326
INTU,2022-06,0.106562,0.106787,0.115405,0.111819,0.112652,0.102434,0.122208,0.116429,0.105702
INTU,2022-09,0.113127,0.10629,0.118585,0.112018,0.1122,0.095512,0.11636,0.115666,0.110241
INTU,2022-12,0.105546,0.102552,0.117999,0.111089,0.11523,0.102238,0.122371,0.116231,0.106744
INTU,2023-03,0.105546,0.102552,0.117999,0.111089,0.11523,0.102238,0.122371,0.116231,0.106744
INTU,2023-06,0.106084,0.103158,0.118469,0.110155,0.115065,0.101373,0.123713,0.115562,0.106419
INTU,2023-09,0.113413,0.107115,0.118387,0.111949,0.111558,0.094777,0.116464,0.11639,0.109947
INTU,2023-12,0.104039,0.103231,0.120319,0.113154,0.115947,0.097314,0.123878,0.112314,0.109805
INTU,2024-03,0.103897,0.103129,0.121103,0.112969,0.11607,0.096845,0.124168,0.112467,0.109352
INTU,2024-06,0.104436,0.104492,0.121776,0.113004,0.115231,0.09702,0.123976,0.112643,0.107421
INTU,2024-09,0.111894,0.109263,0.115499,0.112864,0.112308,0.098361,0.114563,0.117838,0.107411
INTU,2024-12,0.104223,0.104654,0.120944,0.111932,0.112979,0.099829,0.124512,0.114156,0.106772
INTU,2025-03,0.104191,0.104656,0.120938,0.111962,0.113031,0.099804,0.124502,0.114186,0.106732
INTU,2025-06,0.104292,0.105227,0.121,0.111821,0.112634,0.099752,0.124634,0.114328,0.106311
INTU,2025-09,0.114802,0.116639,0.113811,0.114917,0.105361,0.094798,0.113781,0.116747,0.109143
INTU,2025-12,0.104454,0.102283,0.117737,0.114662,0.114914,0.102717,0.122744,0.113768,0.106723
KLAC,2013-09,0.121882,0.105507,0.108852,0.120209,0.109183,0.096965,0.11622,0.113672,0.107509
KLAC,2013-12,0.121882,0.105507,0.108852,0.120209,0.109183,0.096965,0.11622,0.113672,0.107509
KLAC,2014-03,0.12184,0.105584,0.108804,0.120435,0.109052,0.096911,0.116518,0.113723,0.107132
KLAC,2014-06,0.128347,0.103993,0.107625,0.120483,0.108633,0.086805,0.115125,0.111902,0.117087
KLAC,2014-09,0.123197,0.106512,0.108454,0.119708,0.109863,0.096034,0.115433,0.112887,0.107913
KLAC,2014-12,0.122906,0.107076,0.108183,0.118832,0.109807,0.095304,0.116108,0.113388,0.108396
KLAC,2015-03,0.122328,0.1068,0.108779,0.117543,0.110483,0.096422,0.11574,0.113662,0.108242
KLAC,2015-06,0.128882,0.104566,0.10688,0.12039,0.108552,0.086623,0.115272,0.111834,0.117001
KLAC,2015-09,0.121764,0.107018,0.108844,0.118412,0.110216,0.096414,0.115995,0.113427,0.10791
KLAC,2015-12,0.122737,0.106632,0.110121,0.117272,0.109449,0.095894,0.115581,0.114423,0.107891
