firm_id,date,expo_topic_semiconductors,expo_topic_cloud,expo_topic_software,expo_topic_hardware,expo_topic_advertising,expo_topic_social,expo_topic_ecommerce,expo_topic_data,expo_topic_auto
AMD,2013-12,0.124541,0.108595,0.110579,0.117768,0.10972,0.093619,0.115287,0.111822,0.10807
AMD,2014-03,0.12234,0.107117,0.108053,0.11927,0.109435,0.094301,0.118548,0.112825,0.108111
AMD,2014-06,0.122064,0.106786,0.107784,0.118711,0.110015,0.094983,0.11874,0.112835,0.108082
AMD,2014-09,0.120791,0.10736,0.111797,0.115189,0.109292,0.094067,0.119411,0.114031,0.108062
AMD,2014-12,0.124539,0.110748,0.110929,0.117547,0.108505,0.09401,0.114258,0.11309,0.106374
AMD,2015-03,0.121257,0.11039,0.113536,0.11571,0.107695,0.094066,0.117089,0.113261,0.106996
AMD,2015-06,0.125021,0.110905,0.111323,0.115918,0.109068,0.093226,0.115528,0.113083,0.105929
AMD,2015-09,0.124154,0.110307,0.111679,0.113672,0.107604,0.094495,0.115726,0.11544,0.106924
AMD,2015-12,0.125412,0.10898,0.110548,0.116147,0.110854,0.092778,0.114935,0.11269,0.107657
AMD,2016-03,0.123899,0.108625,0.113716,0.114588,0.108623,0.09405,0.115463,0.114733,0.106303
AMD,2016-06,0.123841,0.108067,0.11279,0.115286,0.109651,0.095063,0.116162,0.11428,0.104861
AMD,2016-09,0.125875,0.107402,0.1124,0.115742,0.109536,0.094133,0.11473,0.114818,0.105364
AMD,2016-12,0.125971,0.109768,0.107986,0.118094,0.110598,0.093951,0.114495,0.111925,0.107212
AMD,2017-03,0.125971,0.109768,0.107986,0.118094,0.110598,0.093951,0.114495,0.111925,0.107212
AMD,2017-06,0.125249,0.109937,0.112338,0.115876,0.109608,0.093879,0.114885,0.113212,0.105016
AMD,2017-09,0.1247365,0.109357506,0.1127895,0.114407,0.1093255,0.092328,0.1170685,0.1152165,0.1047705
AMD,2017-12,0.126655,0.110434,0.106671,0.118966,0.109888,0.092977,0.114955,0.112008,0.107446
AMD,2018-03,0.125004,0.108124,0.111682,0.114796,0.109738,0.092268,0.118383,0.114789,0.105218
AMD,2018-06,0.125187,0.108968,0.112161,0.114209,0.109251,0.092217,0.117936,0.114891,0.10518
AMD,2018-09,0.125109,0.108975,0.112153,0.114237,0.109395,0.092226,0.117887,0.114855,0.105164
AMD,2018-12,0.127641,0.109489,0.11024,0.116724,0.111165,0.089817,0.115718,0.113082,0.106124
AMD,2019-03,0.124542,0.109321,0.112018,0.115743,0.11002,0.094649,0.116293,0.113304,0.10411
AMD,2019-06,0.125254,0.111602,0.11178,0.114813,0.109515,0.094367,0.116448,0.112843,0.103378
AMD,2019-09,0.121269,0.111568,0.110877,0.118239,0.109985,0.097055,0.116788,0.111656,0.102563
AMD,2019-12,0.126552,0.110193,0.10952,0.117784,0.110838,0.092814,0.114498,0.11222,0.10558
AMD,2020-03,0.119428,0.113287,0.111335,0.119202,0.108838,0.097268,0.116272,0.110712,0.103657
AMD,2020-06,0.119902,0.113411,0.110955,0.118923,0.108743,0.096484,0.116181,0.111429,0.103973
AMD,2020-09,0.121285,0.113038,0.112659,0.117413,0.107974,0.09603,0.11535,0.112691,0.103559
AMD,2020-12,0.125152,0.111233,0.10882,0.117097,0.111026,0.093518,0.114995,0.112513,0.105646
AMD,2021-03,0.119473,0.113477,0.111661,0.11595,0.109259,0.095625,0.116802,0.113904,0.103848
AMD,2021-06,0.121283,0.111874,0.1107,0.116522,0.10977,0.095835,0.11631,0.113498,0.104208
AMD,2021-09,0.120976,0.11157,0.111037,0.115973,0.110013,0.09614,0.116657,0.113263,0.104371
AMD,2021-12,0.122595,0.111051,0.109527,0.118241,0.111207,0.093401,0.117746,0.111743,0.104489
AMD,2022-03,0.118528,0.111345,0.111838,0.115618,0.109384,0.096238,0.120338,0.113884,0.102827
AMD,2022-06,0.118353,0.111082,0.112402,0.11619,0.109968,0.095794,0.120362,0.112725,0.103124
AMD,2022-09,0.118091,0.11132,0.112758,0.116277,0.10938,0.095801,0.119707,0.112576,0.10409
AMD,2022-12,0.121101,0.11018,0.110881,0.117534,0.112363,0.092263,0.118341,0.112502,0.104834
AMD,2023-03,0.121101,0.11018,0.110881,0.117534,0.112363,0.092263,0.118341,0.112502,0.104834
AMD,2023-06,0.118897,0.110891,0.112482,0.117891,0.109454,0.095691,0.118472,0.112703,0.103518
AMD,2023-09,0.120325,0.109775,0.111126,0.118002504,0.109018505,0.096047,0.119086,0.1123845,0.104235
AMD,2023-12,0.123064,0.111708,0.110576,0.117792,0.112029,0.092148,0.115484,0.112088,0.10511
AMD,2024-03,0.119753,0.112675,0.11328,0.115199,0.110108,0.094373,0.117164,0.113343,0.104106
AMD,2024-06,0.119956,0.111867,0.113701,0.115489,0.110301,0.093957,0.115813,0.114931,0.103985
AMD,2024-09,0.120706,0.112077,0.114323,0.113692,0.109945,0.094004,0.115181,0.115666,0.104405
AMD,2024-12,0.124739,0.111383,0.110142,0.116319,0.111244,0.091556,0.114679,0.114205,0.105733
AMD,2025-03,0.1211,0.111831,0.114141,0.113511,0.110321,0.092862,0.115742,0.115173,0.105319
AMD,2025-06,0.12104,0.11197,0.112461,0.115263,0.110697,0.094431,0.115749,0.113773,0.104617
AMD,2025-09,0.120552,0.112727,0.112124,0.116274,0.110312,0.094555,0.11594,0.113125,0.104392
AMD,2025-12,0.09968,0.103523,0.11532,0.1142,0.109108,0.110981,0.122675,0.115834,0.10868
AMZN,2013-09,0.105279,0.111431,0.118156,0.112345,0.107019,0.097736,0.125058,0.11472,0.108255
AMZN,2013-12,0.109612,0.115183,0.107615,0.114196,0.110797,0.103835,0.129993,0.10024,0.108528
AMZN,2014-03,0.105371,0.11203,0.117814,0.112356,0.107122,0.097247,0.12527,0.114782,0.108009
AMZN,2014-06,0.105371,0.11203,0.117814,0.112356,0.107122,0.097247,0.12527,0.114782,0.108009
AMZN,2014-09,0.105371,0.11203,0.117814,0.112356,0.107122,0.097247,0.12527,0.114782,0.108009
AMZN,2014-12,0.109702,0.114156,0.107792,0.114387,0.112112,0.103311,0.129083,0.101441,0.108016
AMZN,2015-03,0.105257,0.112196,0.11798,0.112316,0.107567,0.097383,0.124385,0.114351,0.108565
AMZN,2015-06,0.105284,0.11228,0.118055,0.112004,0.107504,0.097493,0.12451,0.114371,0.108498
AMZN,2015-09,0.105284,0.11228,0.118055,0.112004,0.107504,0.097493,0.12451,0.114371,0.108498
AMZN,2015-12,0.108679,0.114468,0.108585,0.114492,0.112376,0.103902,0.128979,0.100993,0.107525
AMZN,2016-03,0.105444,0.113311,0.118026,0.112147,0.10688,0.096582,0.125244,0.114136,0.10823
AMZN,2016-06,0.105444,0.113311,0.118026,0.112147,0.10688,0.096582,0.125244,0.114136,0.10823
AMZN,2016-09,0.105444,0.113311,0.118026,0.112147,0.10688,0.096582,0.125244,0.114136,0.10823
AMZN,2016-12,0.108885,0.113916,0.108498,0.114085,0.112639,0.104506,0.128496,0.100988,0.107986
AMZN,2017-03,0.1053,0.113897,0.117585,0.112198,0.106775,0.096819,0.125409,0.114018,0.108
AMZN,2017-06,0.105243,0.113506,0.117308,0.112598,0.107052,0.096977,0.124767,0.114244,0.108305
AMZN,2017-09,0.105243,0.113506,0.117308,0.112598,0.107052,0.096977,0.124767,0.114244,0.108305
AMZN,2017-12,0.107911,0.111784,0.109359,0.114853,0.113298,0.102727,0.129535,0.102887,0.107645
AMZN,2018-03,0.105243,0.113506,0.117308,0.112598,0.107052,0.096977,0.124767,0.114244,0.108305
AMZN,2018-06,0.105046,0.113592,0.117749,0.111989,0.107288,0.096679,0.124912,0.114422,0.108325
AMZN,2018-09,0.105046,0.113592,0.117749,0.111989,0.107288,0.096679,0.124912,0.114422,0.108325
AMZN,2018-12,0.107763,0.110432,0.110553,0.116152,0.113187,0.102621,0.128274,0.10284,0.108177
AMZN,2019-03,0.105046,0.113592,0.117749,0.111989,0.107288,0.096679,0.124912,0.114422,0.108325
AMZN,2019-06,0.105046,0.113592,0.117749,0.111989,0.107288,0.096679,0.124912,0.114422,0.108325
AMZN,2019-09,0.105046,0.113592,0.117749,0.111989,0.107288,0.096679,0.124912,0.114422,0.108325
AMZN,2019-12,0.107833,0.111131,0.110835,0.115541,0.114103,0.102611,0.127976,0.102163,0.107806
AMZN,2020-03,0.106588,0.115943,0.116246,0.11293,0.106172,0.09635,0.12376,0.11434,0.107671
AMZN,2020-06,0.106588,0.115943,0.116246,0.11293,0.106172,0.09635,0.12376,0.11434,0.107671
AMZN,2020-09,0.106588,0.115943,0.116246,0.11293,0.106172,0.09635,0.12376,0.11434,0.107671
AMZN,2020-12,0.109102,0.112883,0.11018,0.115086,0.113007,0.104346,0.127232,0.101822,0.106341
AMZN,2021-03,0.10698,0.115731,0.116184,0.112719,0.105916,0.096909,0.123977,0.114182,0.107401
AMZN,2021-06,0.10698,0.115731,0.116184,0.112719,0.105916,0.096909,0.123977,0.114182,0.107401
AMZN,2021-09,0.106075,0.11562,0.115756,0.112892,0.105773,0.096413,0.124861,0.114019,0.10859
AMZN,2021-12,0.107382,0.109176,0.112717,0.118711,0.113035,0.102732,0.127025,0.104197,0.105026
AMZN,2022-03,0.106827,0.115336,0.115602,0.112964,0.105271,0.097769,0.124442,0.114158,0.107631
AMZN,2022-06,0.106492,0.115251,0.116086,0.112831,0.104971,0.097371,0.124472,0.114665,0.107862
AMZN,2022-09,0.105972,0.114494,0.116318,0.113238,0.104887,0.097674,0.124241,0.115314,0.107861
AMZN,2022-12,0.108358,0.10891,0.112908,0.118863,0.112476,0.102553,0.126205,0.104306,0.10542
AMZN,2023-03,0.105434,0.114868,0.11773,0.111068,0.106512,0.094548,0.123809,0.118199,0.107832
AMZN,2023-06,0.105434,0.114868,0.11773,0.111068,0.106512,0.094548,0.123809,0.118199,0.107832
AMZN,2023-09,0.105722,0.115036,0.117263,0.111095,0.107018,0.094355,0.123861,0.117998,0.107651
AMZN,2023-12,0.10816,0.108719,0.112816,0.118882,0.112756,0.102799,0.126291,0.104283,0.105294
AMZN,2024-03,0.105722,0.115036,0.117263,0.111095,0.107018,0.094355,0.123861,0.117998,0.107651
AMZN,2024-06,0.105722,0.115036,0.117263,0.111095,0.107018,0.094355,0.123861,0.117998,0.107651
AMZN,2024-09,0.105722,0.115036,0.117263,0.111095,0.107018,0.094355,0.123861,0.117998,0.107651
AMZN,2024-12,0.108038,0.108958,0.113063,0.118797,0.11273,0.102651,0.126343,0.104119,0.105301
AMZN,2025-03,0.105794,0.114575,0.117373,0.111305,0.106724,0.094879,0.124544,0.117865,0.106942
AMZN,2025-06,0.105794,0.114575,0.117373,0.111305,0.106724,0.094879,0.124544,0.117865,0.106942
AMZN,2025-09,0.105794,0.114575,0.117373,0.111305,0.106724,0.094879,0.124544,0.117865,0.106942
AMZN,2025-12,0.108038,0.108958,0.113063,0.118797,0.11273,0.102651,0.126343,0.104119,0.105301
ASML,2013-09,0.104283,0.114173,0.121172,0.107479,0.112306,0.099428,0.119627,0.109473,0.11206
ASML,2013-12,0.10688,0.115387,0.119729,0.108581,0.112162,0.100463,0.117654,0.109427,0.109716
ASML,2014-03,0.10688,0.115387,0.119729,0.108581,0.112162,0.100463,0.117654,0.109427,0.109716
ASML,2014-06,0.10688,0.115387,0.119729,0.108581,0.112162,0.100463,0.117654,0.109427,0.109716
ASML,2014-09,0.10688,0.115387,0.119729,0.108581,0.112162,0.100463,0.117654,0.109427,0.109716
ASML,2014-12,0.104885,0.115056,0.121031,0.108541,0.112334,0.099231,0.118478,0.10919,0.111254
ASML,2015-03,0.104885,0.115056,0.121031,0.108541,0.112334,0.099231,0.118478,0.10919,0.111254
ASML,2015-06,0.104885,0.115056,0.121031,0.108541,0.112334,0.099231,0.118478,0.10919,0.111254
ASML,2015-09,0.104885,0.115056,0.121031,0.108541,0.112334,0.099231,0.118478,0.10919,0.111254
ASML,2015-12,0.105522,0.114424,0.120721,0.109309,0.111449,0.100779,0.118167,0.1092,0.110429
ASML,2016-03,0.105522,0.114424,0.120721,0.109309,0.111449,0.100779,0.118167,0.1092,0.110429
ASML,2016-06,0.105522,0.114424,0.120721,0.109309,0.111449,0.100779,0.118167,0.1092,0.110429
ASML,2016-09,0.105522,0.114424,0.120721,0.109309,0.111449,0.100779,0.118167,0.1092,0.110429
ASML,2016-12,0.103633,0.114713,0.121593,0.109198,0.112115,0.101231,0.117393,0.110021,0.110103
ASML,2017-03,0.103633,0.114713,0.121593,0.109198,0.112115,0.101231,0.117393,0.110021,0.110103
ASML,2017-06,0.103633,0.114713,0.121593,0.109198,0.112115,0.101231,0.117393,0.110021,0.110103
ASML,2017-09,0.103633,0.114713,0.121593,0.109198,0.112115,0.101231,0.117393,0.110021,0.110103
ASML,2017-12,0.10476,0.112668,0.122398,0.105446,0.110546,0.101523,0.117124,0.113477,0.112059
ASML,2018-03,0.10476,0.112668,0.122398,0.105446,0.110546,0.101523,0.117124,0.113477,0.112059
ASML,2018-06,0.10476,0.112668,0.122398,0.105446,0.110546,0.101523,0.117124,0.113477,0.112059
ASML,2018-09,0.10476,0.112668,0.122398,0.105446,0.110546,0.101523,0.117124,0.113477,0.112059
ASML,2018-12,0.105316,0.112934,0.122032,0.106204,0.109894,0.10244,0.116594,0.113217,0.111369
ASML,2019-03,0.105316,0.112934,0.122032,0.106204,0.109894,0.10244,0.116594,0.113217,0.111369
ASML,2019-06,0.105316,0.112934,0.122032,0.106204,0.109894,0.10244,0.116594,0.113217,0.111369
ASML,2019-09,0.105316,0.112934,0.122032,0.106204,0.109894,0.10244,0.116594,0.113217,0.111369
ASML,2019-12,0.095511,0.114604,0.119798,0.102295,0.107836,0.109348,0.125643,0.112529,0.112436
ASML,2020-03,0.095511,0.114604,0.119798,0.102295,0.107836,0.109348,0.125643,0.112529,0.112436
ASML,2020-06,0.095511,0.114604,0.119798,0.102295,0.107836,0.109348,0.125643,0.112529,0.112436
ASML,2020-09,0.095511,0.114604,0.119798,0.102295,0.107836,0.109348,0.125643,0.112529,0.112436
ASML,2020-12,0.110483,0.118476,0.1279,0.107307,0.100067,0.098081,0.114116,0.112331,0.111239
ASML,2021-03,0.110483,0.118476,0.1279,0.107307,0.100067,0.098081,0.114116,0.112331,0.111239
ASML,2021-06,0.110483,0.118476,0.1279,0.107307,0.100067,0.098081,0.114116,0.112331,0.111239
ASML,2021-09,0.110483,0.118476,0.1279,0.107307,0.100067,0.098081,0.114116,0.112331,0.111239
ASML,2021-12,0.10801,0.11558,0.131021,0.107993,0.101877,0.104216,0.111992,0.109591,0.109721
ASML,2022-03,0.10801,0.11558,0.131021,0.107993,0.101877,0.104216,0.111992,0.109591,0.109721
ASML,2022-06,0.10801,0.11558,0.131021,0.107993,0.101877,0.104216,0.111992,0.109591,0.109721
ASML,2022-09,0.10801,0.11558,0.131021,0.107993,0.101877,0.104216,0.111992,0.109591,0.109721
ASML,2022-12,0.109698,0.114119,0.134997,0.107136,0.108264,0.100116,0.111258,0.107864,0.106548
ASML,2023-03,0.109698,0.114119,0.134997,0.107136,0.108264,0.100116,0.111258,0.107864,0.106548
ASML,2023-06,0.109698,0.114119,0.134997,0.107136,0.108264,0.100116,0.111258,0.107864,0.106548
ASML,2023-09,0.109698,0.114119,0.134997,0.107136,0.108264,0.100116,0.111258,0.107864,0.106548
ASML,2023-12,0.109588,0.116037,0.12669,0.108527,0.10722,0.105503,0.11181,0.106673,0.107952
ASML,2024-03,0.109588,0.116037,0.12669,0.108527,0.10722,0.105503,0.11181,0.106673,0.107952
ASML,2024-06,0.109588,0.116037,0.12669,0.108527,0.10722,0.105503,0.11181,0.106673,0.107952
ASML,2024-09,0.109588,0.116037,0.12669,0.108527,0.10722,0.105503,0.11181,0.106673,0.107952
ASML,2024-12,0.109455,0.116669,0.127683,0.108769,0.108394,0.103304,0.111456,0.10662,0.107651
ASML,2025-03,0.109455,0.116669,0.127683,0.108769,0.108394,0.103304,0.111456,0.10662,0.107651
ASML,2025-06,0.109455,0.116669,0.127683,0.108769,0.108394,0.103304,0.111456,0.10662,0.107651
ASML,2025-09,0.109455,0.116669,0.127683,0.108769,0.108394,0.103304,0.111456,0.10662,0.107651
ASML,2025-12,0.109194,0.115129,0.129695,0.109665,0.105577,0.103842,0.110457,0.108296,0.108145
AVGO,2013-09,0.108313,0.105792,0.118459,0.113792,0.108387,0.099686,0.12194,0.116296,0.107336
AVGO,2013-12,0.125873,0.101862,0.109499,0.123892,0.116227,0.092007,0.111782,0.107669,0.111189
AVGO,2014-03,0.110469,0.105387,0.119564,0.113436,0.106751,0.098142,0.120404,0.11817,0.107678
AVGO,2014-06,0.109344,0.105547,0.119327,0.114013,0.10768,0.098583,0.120901,0.116887,0.107718
AVGO,2014-09,0.110491,0.105184,0.119348,0.114362,0.107846,0.098119,0.120664,0.116568,0.107417
AVGO,2014-12,0.131524,0.103025,0.10735,0.126957,0.1106,0.092956,0.107427,0.110563,0.109597
AVGO,2015-03,0.110342,0.104822,0.120058,0.113689,0.108556,0.097272,0.120591,0.117631,0.107039
AVGO,2015-06,0.108938,0.107352,0.119196,0.114999,0.109418,0.097422,0.118437,0.11627,0.107967
AVGO,2015-09,0.109315,0.107468,0.11911,0.115303,0.10892,0.096917,0.118287,0.116402,0.108278
AVGO,2015-12,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2016-03,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2016-06,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2016-09,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2016-12,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2017-03,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2017-06,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2017-09,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2017-12,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2018-03,0.132065,0.102672,0.106957,0.126858,0.111087,0.092608,0.107756,0.11088,0.109116
AVGO,2018-06,0.108407,0.106468,0.119471,0.114287,0.109928,0.097272,0.117881,0.115468,0.110818
AVGO,2018-09,0.108349,0.106961,0.118805,0.115506,0.109511,0.096603,0.119004,0.115282,0.109978
AVGO,2018-12,0.123446,0.107573,0.114996,0.125457,0.109224,0.09376,0.103619,0.110913,0.111011
AVGO,2019-03,0.108465,0.106857,0.118658,0.115991,0.10993,0.09554,0.118942,0.115896,0.10972
AVGO,2019-06,0.108767,0.10668,0.119044,0.116044,0.109267,0.095513,0.119749,0.114986,0.109951
AVGO,2019-09,0.108767,0.10668,0.119044,0.116044,0.109267,0.095513,0.119749,0.114986,0.109951
AVGO,2019-12,0.119867,0.109675,0.116618,0.120704,0.107656,0.094949,0.10652,0.113687,0.110324
AVGO,2020-03,0.116459,0.106757,0.114947,0.118066,0.107556,0.09492,0.117156,0.11509,0.10905
AVGO,2020-06,0.115731,0.107139,0.113061,0.119884,0.107974,0.095354,0.117367,0.113703,0.109787
AVGO,2020-09,0.115764,0.107137,0.113052,0.119902,0.107967,0.095333,0.11735,0.113679,0.109817
AVGO,2020-12,0.121608,0.110104,0.118238,0.122081,0.108504,0.091794,0.103721,0.113393,0.110557
AVGO,2021-03,0.115731,0.107139,0.113061,0.119884,0.107974,0.095354,0.117367,0.113703,0.109787
AVGO,2021-06,0.115731,0.107139,0.113061,0.119884,0.107974,0.095354,0.117367,0.113703,0.109787
AVGO,2021-09,0.115731,0.107139,0.113061,0.119884,0.107974,0.095354,0.117367,0.113703,0.109787
AVGO,2021-12,0.122444,0.114961,0.117309,0.117139,0.101069,0.095745,0.106803,0.114446,0.110085
AVGO,2022-03,0.116577,0.107509,0.112913,0.119347,0.107366,0.096381,0.117125,0.113171,0.10961
AVGO,2022-06,0.111294,0.110572,0.117316,0.117603,0.106786,0.094979,0.118545,0.114019,0.108886
AVGO,2022-09,0.111294,0.110572,0.117316,0.117603,0.106786,0.094979,0.118545,0.114019,0.108886
AVGO,2022-12,0.124308,0.114466,0.116915,0.117626,0.101974,0.094562,0.106195,0.114426,0.109528
AVGO,2023-03,0.111294,0.110572,0.117316,0.117603,0.106786,0.094979,0.118545,0.114019,0.108886
AVGO,2023-06,0.110713,0.109309,0.118241,0.116396,0.107383,0.094274,0.119139,0.114135,0.11041
AVGO,2023-09,0.110713,0.109309,0.118241,0.116396,0.107383,0.094274,0.119139,0.114135,0.11041
AVGO,2023-12,0.123365,0.116952,0.117669,0.11843,0.101476,0.092569,0.106688,0.112827,0.110025
AVGO,2024-03,0.11742,0.106954,0.114202,0.11835,0.107389,0.095381,0.117121,0.113529,0.109653
AVGO,2024-06,0.11742,0.106954,0.114202,0.11835,0.107389,0.095381,0.117121,0.113529,0.109653
AVGO,2024-09,0.116878,0.106761,0.114803,0.11814,0.107552,0.095039,0.117335,0.113868,0.109624
AVGO,2024-12,0.127619,0.119824,0.116556,0.116748,0.099637,0.093073,0.104091,0.11334,0.109111
AVGO,2025-03,0.116604,0.108095,0.113544,0.11958,0.107411,0.098337,0.115554,0.113146,0.107729
AVGO,2025-06,0.115785,0.108035,0.114234,0.119805,0.107214,0.098297,0.115824,0.112927,0.10788
AVGO,2025-09,0.116753,0.109047,0.113827,0.117889,0.106656,0.09828,0.116494,0.113425,0.107628
AVGO,2025-12,0.130902,0.120093,0.113038,0.117181,0.100324,0.09327,0.107278,0.109607,0.108306
CRM,2013-09,0.100129,0.120423,0.122864,0.111836,0.108874,0.100569,0.120582,0.112362,0.102361
CRM,2013-12,0.10393,0.120841,0.121904,0.111448,0.107274,0.099242,0.119207,0.113768,0.102386
CRM,2014-03,0.096223,0.11984,0.119784,0.10842,0.11948,0.109058,0.118296,0.107914,0.100985
CRM,2014-06,0.104044,0.120275,0.12207,0.111627,0.107198,0.099624,0.119024,0.113795,0.102342
CRM,2014-09,0.104867,0.120817,0.120817,0.111253,0.106752,0.099422,0.119151,0.114164,0.102757
CRM,2014-12,0.104198,0.120286,0.121389,0.11175,0.107019,0.099213,0.11936,0.11424,0.102546
CRM,2015-03,0.096237,0.122037,0.125356,0.117238,0.111443,0.103602,0.113104,0.110189,0.100795
CRM,2015-06,0.10683,0.122467,0.118915,0.111049,0.105737,0.096481,0.119485,0.114838,0.104197
CRM,2015-09,0.105585,0.113186,0.121209,0.109406,0.109147,0.099477,0.121206,0.114913,0.105871
CRM,2015-12,0.1059,0.11356,0.12085,0.109171,0.108898,0.098672,0.121237,0.11569,0.106022
CRM,2016-03,0.095911,0.121658,0.124701,0.116461,0.111375,0.102962,0.114171,0.111109,0.101652
CRM,2016-06,0.108024,0.115004,0.119325,0.109811,0.108833,0.096304,0.120069,0.115629,0.107
CRM,2016-09,0.107909,0.114617,0.118625,0.10932,0.109032,0.097448,0.120454,0.115606,0.106988
CRM,2016-12,0.106902,0.113315,0.11844,0.10963,0.11096,0.097202,0.121535,0.114839,0.107178
CRM,2017-03,0.096238,0.118508,0.123983,0.115521,0.112924,0.105869,0.115103,0.11029,0.101564
CRM,2017-06,0.107207,0.114446,0.118024,0.109186,0.111237,0.096972,0.121029,0.1159,0.106
CRM,2017-09,0.107207,0.114446,0.118024,0.109186,0.111237,0.096972,0.121029,0.1159,0.106
CRM,2017-12,0.107228,0.116165,0.119043,0.109062,0.110187,0.095391,0.120718,0.116631,0.105575
CRM,2018-03,0.097061,0.117459,0.12385,0.116279,0.109748,0.103076,0.115682,0.112636,0.10421
CRM,2018-06,0.107227,0.116963,0.119652,0.109832,0.109331,0.095359,0.119057,0.117282,0.105296
CRM,2018-09,0.107319,0.116933,0.119704,0.109788,0.109322,0.095368,0.119013,0.117247,0.105307
CRM,2018-12,0.107319,0.116933,0.119704,0.109788,0.109322,0.095368,0.119013,0.117247,0.105307
CRM,2019-03,0.098715,0.119049,0.122985,0.114858,0.112314,0.10617,0.114535,0.108602,0.102773
CRM,2019-06,0.107778,0.116275,0.118566,0.110755,0.110114,0.095988,0.120029,0.115923,0.104573
CRM,2019-09,0.104833,0.116144,0.120798,0.111021,0.110705,0.096138,0.120079,0.116396,0.103885
CRM,2019-12,0.105178,0.116158,0.120403,0.111133,0.110286,0.096756,0.120242,0.115976,0.103869
CRM,2020-03,0.099242,0.114427,0.128275,0.11296,0.109839,0.105136,0.114313,0.1132,0.102609
CRM,2020-06,0.105483,0.11463,0.116586,0.113968,0.109704,0.100465,0.117506,0.116489,0.105169
CRM,2020-09,0.105005,0.114684,0.11624,0.114053,0.108851,0.100939,0.118431,0.115992,0.105805
CRM,2020-12,0.104596,0.112864,0.116283,0.114318,0.10913,0.101509,0.119471,0.115792,0.106037
CRM,2021-03,0.097884,0.114873,0.125106,0.118814,0.109562,0.103535,0.115033,0.111692,0.1035
CRM,2021-06,0.106074,0.113162,0.115046,0.113977,0.108586,0.101381,0.119008,0.11617,0.106596
CRM,2021-09,0.106218,0.113261,0.115369,0.113604,0.10761,0.101792,0.118874,0.116524,0.10675
CRM,2021-12,0.106218,0.113261,0.115369,0.113604,0.10761,0.101792,0.118874,0.116524,0.10675
CRM,2022-03,0.095033,0.115086,0.124073,0.117728,0.111848,0.107179,0.116509,0.111143,0.1014
CRM,2022-06,0.106218,0.113261,0.115369,0.113604,0.10761,0.101792,0.118874,0.116524,0.10675
CRM,2022-09,0.106218,0.113261,0.115369,0.113604,0.10761,0.101792,0.118874,0.116524,0.10675
CRM,2022-12,0.107057,0.11498,0.118114,0.110846,0.10752,0.099894,0.117993,0.11788,0.105717
CRM,2023-03,0.095638,0.114375,0.124248,0.116734,0.110355,0.107995,0.117881,0.110911,0.101862
CRM,2023-06,0.107185,0.114939,0.116376,0.112473,0.108032,0.100094,0.118185,0.116535,0.106182
CRM,2023-09,0.108042,0.118516,0.118732,0.11035,0.10873,0.095433,0.118046,0.117045,0.105106
CRM,2023-12,0.108055,0.118478,0.118947,0.11042,0.108789,0.095324,0.118034,0.116922,0.105032
CRM,2024-03,0.100143,0.11715,0.122197,0.116833,0.110021,0.103561,0.114441,0.111615,0.10404
CRM,2024-06,0.097286,0.108382,0.123513,0.11356,0.113335,0.106473,0.12001,0.116398,0.101042
CRM,2024-09,0.099274,0.110019,0.122288,0.114506,0.113235,0.103489,0.118581,0.116457,0.102152
CRM,2024-12,0.102922,0.112344,0.119607,0.115306,0.112783,0.09872,0.117109,0.116048,0.105161
CRM,2025-03,0.102763,0.118699,0.120522,0.117307,0.110931,0.099568,0.112591,0.111451,0.106167
CRM,2025-06,0.101762,0.112383,0.120172,0.114917,0.112035,0.099422,0.118128,0.118268,0.102913
CRM,2025-09,0.101733,0.11243,0.120183,0.114946,0.112059,0.099549,0.1181,0.118044,0.102956
CRM,2025-12,0.103018,0.112704,0.119019,0.115367,0.112926,0.099207,0.117045,0.116317,0.104396
CSCO,2013-09,0.116146,0.109274,0.113212,0.115555,0.106575,0.109918,0.114301,0.103983,0.111036
CSCO,2013-12,0.106438,0.107926,0.120085,0.113803,0.109584,0.100868,0.120796,0.114742,0.105758
CSCO,2014-03,0.103994,0.107573,0.119915,0.114238,0.11044,0.101605,0.121243,0.114296,0.106696
CSCO,2014-06,0.103804,0.107497,0.120578,0.114258,0.10953,0.102116,0.121292,0.114063,0.106862
CSCO,2014-09,0.118552,0.11185,0.111025,0.116621,0.105151,0.110442,0.113012,0.104502,0.108845
CSCO,2014-12,0.104973,0.108475,0.118535,0.113536,0.109608,0.103722,0.121336,0.114863,0.104952
