Iter	hps	sum	rrse	rrae	corr	smape	valid rse	valid r2	valid mase	valid smape	valid mape	valid mse	valid mae	valid rmse	valid rae	valid hist_rse	valid global_rse	valid corr	test rse	test r2	test mase	test smape	test mape	test mse	test mae	test rmse	test rae	test hist_rse	test global_rse	test corr	best_epoch
10	[2, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 30, 0.05, 0.1, 3, True]	1.79061	1.79061	1.7713004	0.4753239	0.04992007	1.79061	-3.2904625	0.458656	0.04992007	0.093893185	0.34672964	0.3735804	0.449736	1.7713004	0.390496	4.954862	0.4753239	1.276058	-0.8847904	0.407697	0.04224683	0.080052845	0.25833863	0.31629556	0.391884	1.2352611	0.373003	3.715188	0.6108004	53
11	[2, 0.0008, 12, 12, 24, 48, 5, 0.6, 1, 30, 0.1, 1, 2, True]	1.7524582	1.7524582	1.752836	0.45927972	0.049447007	1.7524582	-3.4925218	0.447350	0.049447007	0.091816105	0.35511515	0.3732673	0.446678	1.752836	0.384861	5.014420	0.45927972	1.3358598	-1.1469696	0.407032	0.04173927	0.08143225	0.25287035	0.3196758	0.398902	1.2988021	0.375533	3.675658	0.5764281	52
12	[2, 0.0008, 12, 12, 24, 48, 9, 0.6, 1, 30, 0.1, 1, 2, True]	1.8663013	1.8663013	1.8538723	0.45720413	0.053327303	1.8663013	-4.3117924	0.478801	0.053327303	0.099655375	0.33581266	0.37955284	0.460900	1.8538723	0.412774	4.876235	0.45720413	1.3211113	-1.0441453	0.426527	0.044009082	0.08310331	0.30040568	0.33012947	0.412342	1.2760605	0.393558	4.006270	0.56859666	16
13	[2, 0.0008, 8, 12, 24, 48, 20, 0.6, 1, 30, 0.1, 0.1, 2, True]	1.7181144	1.7181144	1.6951654	0.45843166	0.05065173	1.7181144	-3.1714776	0.459016	0.05065173	0.09363416	0.35274014	0.37459213	0.451297	1.6951654	0.399071	4.997623	0.45843166	1.2629263	-0.87329143	0.415577	0.04283931	0.081589796	0.2760751	0.32219395	0.396687	1.22928	0.379695	3.840606	0.5730684	53
14	[1, 0.0008, 8, 12, 24, 48, 20, 0.4, 1, 30, 0.05, 0.1, 3, True]	1.8516676	1.8516676	1.8507428	0.44705826	0.05345275	1.8516676	-4.001315	0.480227	0.05345275	0.10031345	0.34064347	0.3810157	0.464835	1.8507428	0.417877	4.911183	0.44705826	1.3235114	-1.0180075	0.424490	0.044027425	0.08312496	0.29104692	0.32911745	0.408780	1.2824857	0.389983	3.943371	0.5634035	8
15	[2, 0.0008, 8, 12, 24, 48, 20, 0.4, 1, 40, 0.05, 0.1, 2, True]	1.861451	1.861451	1.8550518	0.46836206	0.05334189	1.861451	-4.6687875	0.480942	0.05334189	0.101297386	0.34562507	0.3832774	0.467251	1.8550518	0.418752	4.946964	0.46836206	1.3473941	-1.1714814	0.426184	0.04420761	0.08380545	0.28897482	0.3313999	0.409345	1.3053596	0.388979	3.929309	0.5911854	9
16	[1, 0.0008, 8, 16, 32, 48, 9, 0.6, 1, 20, 0.1, 0.1, 3, True]	1.584078	1.584078	1.5762275	0.44749779	0.04755973	1.584078	-2.5175102	0.443480	0.04755973	0.09007347	0.34569803	0.3658824	0.441878	1.5762275	0.384640	4.947486	0.44749779	1.2425829	-0.8367099	0.400869	0.04118072	0.079017825	0.2573205	0.3137561	0.390757	1.1916202	0.368969	3.707860	0.60645354	77
17	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.6521038	1.6521038	1.6680318	0.46781027	0.04945535	1.6521038	-3.007812	0.452507	0.04945535	0.0923199	0.37194782	0.37592936	0.449208	1.6680318	0.390062	5.131888	0.46781027	1.2954972	-1.011188	0.410046	0.042638842	0.08026897	0.25626123	0.31937683	0.397405	1.2494962	0.377239	3.700220	0.57071406	79
18	[1, 0.0003, 8, 16, 32, 48, 9, 0.6, 1, 20, 0.1, 0.1, 3, True]	1.9349273	1.9349273	1.8958888	0.47712517	0.05350261	1.9349273	-4.486602	0.485654	0.05350261	0.102315165	0.34425226	0.38431367	0.469669	1.8958888	0.423419	4.937129	0.47712517	1.3031794	-1.052445	0.414689	0.042792235	0.08179322	0.28245315	0.3227549	0.400748	1.26491	0.380702	3.884716	0.60495883	38
19	[1, 0.0005, 8, 16, 32, 48, 9, 0.5, 1, 20, 0.2, 0.1, 3, True]	1.744734	1.744734	1.726539	0.4427132	0.05186857	1.744734	-3.7636566	0.467261	0.05186857	0.09763594	0.40144938	0.39169627	0.478793	1.726539	0.409807	5.331525	0.4427132	1.3326936	-1.2231464	0.411960	0.04330778	0.08267744	0.26149815	0.31927437	0.402140	1.2688688	0.382988	3.737838	0.54724544	95
20	[1, 0.0008, 8, 16, 32, 32, 9, 0.6, 1, 20, 0.05, 3, 3, True]	1.8780563	1.8780563	1.8493506	0.4614112	0.0533442	1.8780563	-4.6043043	0.475916	0.0533442	0.10125971	0.3401915	0.3805948	0.464452	1.8493506	0.414905	4.907924	0.4614112	1.3436725	-1.1216711	0.428374	0.044164423	0.08360308	0.30229232	0.3322191	0.416102	1.290715	0.396514	4.018831	0.55982363	17
21	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.6735007	1.6735007	1.6649712	0.41402924	0.048905395	1.6735007	-2.9547286	0.432576	0.048905395	0.09403999	0.35205236	0.3648887	0.441394	1.6649712	0.382911	4.992749	0.41402924	1.302034	-0.91914916	0.425601	0.043741956	0.08351853	0.27945322	0.33245617	0.413515	1.2647278	0.393401	3.864032	0.54614246	83
22	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.717698	1.717698	1.7029487	0.44983476	0.050602436	1.717698	-3.0620227	0.453292	0.050602436	0.094132766	0.38099423	0.37841767	0.454636	1.7029487	0.394024	5.193921	0.44983476	1.231839	-0.77340424	0.404848	0.0418158	0.07999906	0.25844884	0.3129643	0.389459	1.1862229	0.371880	3.715980	0.59781003	49
23	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.8369917	1.8369917	1.8182886	0.48429126	0.05273737	1.8369917	-3.8560538	0.466573	0.05273737	0.0993425	0.34375733	0.37608466	0.454052	1.8182886	0.404783	4.933579	0.48429126	1.288058	-0.993263	0.417162	0.04306655	0.081761196	0.28591552	0.32257453	0.400253	1.2407285	0.382990	3.908454	0.595738	21
24	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.6467427	1.6467427	1.6375458	0.44091076	0.04898195	1.6467427	-2.607824	0.444703	0.04898195	0.09065635	0.3570128	0.3661976	0.444118	1.6375458	0.385732	5.027800	0.44091076	1.2946383	-0.9786199	0.408126	0.042408742	0.08087035	0.2617528	0.31920242	0.400335	1.2335805	0.378412	3.739657	0.5735556	96
25	[1, 0.0008, 8, 16, 32, 48, 9, 0.4, 1, 40, 0.1, 0.1, 3, True]	1.7560458	1.7560458	1.7655449	0.4228184	0.051810995	1.7560458	-4.0920463	0.474261	0.051810995	0.09651789	0.38409397	0.39864507	0.477893	1.7655449	0.408168	5.215007	0.4228184	1.3059375	-0.95159584	0.418404	0.04335358	0.081439644	0.28708595	0.32994038	0.411154	1.2486717	0.385175	3.916446	0.57333636	55
26	[1, 0.0008, 8, 16, 32, 32, 5, 0.4, 1, 10, 0.05, 0.1, 3, True]	1.8370832	1.8370832	1.8289148	0.44790465	0.05306207	1.8370832	-3.8555288	0.470823	0.05306207	0.09791621	0.33410692	0.37447327	0.458150	1.8289148	0.409283	4.863835	0.44790465	1.3331311	-1.0879196	0.427010	0.04420725	0.0831973	0.29829723	0.3308164	0.411710	1.2865965	0.392226	3.992186	0.5623124	13
27	[1, 0.0008, 8, 16, 32, 48, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.6903684	1.6903684	1.6912282	0.4251272	0.049446993	1.6903684	-3.2119412	0.477224	0.049446993	0.097978786	0.3921932	0.39378086	0.468374	1.6912282	0.408359	5.269703	0.4251272	1.2789509	-1.122539	0.398341	0.041836545	0.07917995	0.285658	0.31624717	0.393113	1.2361553	0.370879	3.906693	0.5638489	44
28	[1, 0.0003, 8, 8, 16, 32, 9, 0.5, 1, 20, 0.2, 0.1, 3, True]	1.8971983	1.8971983	1.8686264	0.48977754	0.052931923	1.8971983	-4.2947063	0.487710	0.052931923	0.10136122	0.3487236	0.38171205	0.463591	1.8686264	0.422199	4.969089	0.48977754	1.3216435	-1.0923193	0.422957	0.04378543	0.08322299	0.29300058	0.32747775	0.406272	1.2757634	0.387338	3.956584	0.60569394	35
29	[1, 0.0005, 8, 16, 32, 48, 9, 0.6, 1, 30, 0.1, 3, 3, True]	1.7793579	1.7793579	1.757707	0.46831006	0.04968322	1.7793579	-3.8932502	0.461834	0.04968322	0.09573777	0.37677497	0.38626257	0.465995	1.757707	0.395558	5.165081	0.46831006	1.2877935	-1.0620959	0.401022	0.041266866	0.07987539	0.2522009	0.31432006	0.391383	1.2454003	0.370832	3.670789	0.57583934	82
30	[1, 0.0005, 8, 12, 32, 48, 9, 0.6, 1, 40, 0.2, 0.1, 3, True]	1.7217982	1.7217982	1.7093618	0.44299597	0.05091728	1.7217982	-2.8121533	0.467997	0.05091728	0.09542774	0.36424226	0.38199076	0.459062	1.7093618	0.402244	5.078451	0.44299597	1.2837274	-1.0354613	0.410512	0.041997094	0.079919435	0.2671469	0.31726804	0.395413	1.2319398	0.375669	3.777993	0.61822987	107
31	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.8195173	1.8195173	1.816475	0.48069435	0.052385807	1.8195173	-3.5355875	0.474480	0.052385807	0.09869988	0.33465245	0.3745082	0.455407	1.816475	0.410927	4.867804	0.48069435	1.3112863	-1.0957038	0.413930	0.04300757	0.0816889	0.2799095	0.32141754	0.397924	1.2752146	0.379129	3.867185	0.6074095	23
32	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.7356845	1.7356845	1.7153685	0.4572697	0.050054867	1.7356845	-3.427747	0.464899	0.050054867	0.09491936	0.37946045	0.38287145	0.461620	1.7153685	0.402805	5.183455	0.4572697	1.3317538	-1.1573929	0.418914	0.042878784	0.08189474	0.27205914	0.32838646	0.405802	1.2928382	0.381244	3.812570	0.6003649	57
33	[1, 0.0008, 8, 16, 32, 32, 7, 0.4, 1, 20, 0.05, 0.1, 3, True]	1.8363849	1.8363849	1.8158249	0.46151227	0.05260728	1.8363849	-3.5516539	0.477233	0.05260728	0.09870241	0.344174	0.37753427	0.461541	1.8158249	0.415366	4.936568	0.46151227	1.3031152	-1.0337676	0.416866	0.04319612	0.0817949	0.28186426	0.32238108	0.399600	1.2647417	0.381905	3.880665	0.5880069	21
34	[1, 0.0008, 8, 16, 32, 32, 9, 0.4, 1, 64, 0.05, 0.1, 3, True]	1.5762154	1.5762154	1.596741	0.46098167	0.048607253	1.5762154	-3.1159985	0.466351	0.048607253	0.09702699	0.39295158	0.38554776	0.462980	1.596741	0.407969	5.274796	0.46098167	1.2692786	-1.0309632	0.409673	0.042327333	0.08070509	0.2557859	0.31756026	0.392707	1.2401335	0.374597	3.696787	0.58386016	63
35	[1, 0.0003, 8, 8, 16, 64, 5, 0.4, 1, 64, 0.05, 0.1, 3, True]	1.9191282	1.9191282	1.8957855	0.23268387	0.057489328	1.9191282	-4.6070943	0.489603	0.057489328	0.101186424	0.35775054	0.38248035	0.465531	1.8957855	0.424117	5.032992	0.23268387	1.4937701	-1.3355069	0.508512	0.052370813	0.095934935	0.40616277	0.39098588	0.489218	1.4399447	0.464584	4.658394	0.29485402	6
36	[1, 0.0008, 12, 8, 24, 32, 7, 0.4, 1, 64, 0.1, 0.1, 3, True]	1.6713241	1.6713241	1.6856841	0.48710975	0.04970991	1.6713241	-2.6792974	0.459257	0.04970991	0.09331386	0.3568036	0.37839085	0.456499	1.6856841	0.398154	5.026327	0.48710975	1.315425	-1.1896232	0.411239	0.042042423	0.0804745	0.26358578	0.3247976	0.401661	1.288844	0.376291	3.752728	0.6051567	79
37	[1, 0.0003, 8, 16, 32, 64, 9, 0.6, 1, 64, 0.05, 1, 3, True]	1.8817616	1.8817616	1.8641238	0.1909284	0.057906214	1.8817616	-4.152978	0.492745	0.057906214	0.10162428	0.3546272	0.38471982	0.463146	1.8641238	0.422756	5.010973	0.1909284	1.5452149	-1.4718659	0.519275	0.053224042	0.097329594	0.43011096	0.40055722	0.507304	1.4731858	0.480130	4.793761	0.19235207	5
38	[1, 0.0008, 8, 12, 16, 48, 15, 0.5, 1, 10, 0.1, 3, 3, True]	1.7388078	1.7388078	1.7113134	0.45379174	0.051282465	1.7388078	-3.650809	0.455022	0.051282465	0.096216	0.36487597	0.37641627	0.459991	1.7113134	0.401537	5.082867	0.45379174	1.2588023	-0.89745015	0.396552	0.041021705	0.07991268	0.23504458	0.3042029	0.380730	1.2197884	0.369557	3.543735	0.56821513	59
39	[1, 0.0008, 12, 16, 24, 32, 20, 0.4, 1, 64, 0.2, 0.1, 2, True]	1.6015426	1.6015426	1.6125722	0.43743038	0.048345607	1.6015426	-2.5316808	0.456083	0.048345607	0.093371496	0.3620812	0.37490368	0.448807	1.6125722	0.391645	5.063364	0.43743038	1.2560755	-0.8976932	0.389977	0.040700495	0.07804202	0.23637244	0.30754992	0.380439	1.2274721	0.359477	3.553731	0.58596367	59
40	[1, 0.0008, 12, 16, 32, 32, 20, 0.4, 1, 64, 0.2, 1, 2, True]	1.742922	1.742922	1.735186	0.43258506	0.05034027	1.742922	-2.8032904	0.461275	0.05034027	0.09229056	0.3896408	0.3888609	0.468563	1.735186	0.397200	5.252527	0.43258506	1.2389122	-0.77489555	0.390263	0.040295076	0.07733209	0.23561029	0.3077057	0.381320	1.2045821	0.356731	3.547997	0.6072337	48
41	[1, 0.0008, 12, 16, 24, 32, 20, 0.4, 1, 64, 0.2, 0.1, 2, True]	1.6977975	1.6977975	1.6823533	0.4437312	0.048983824	1.6977975	-3.8468673	0.442191	0.048983824	0.09329332	0.35119662	0.370872	0.447862	1.6823533	0.387443	4.986677	0.4437312	1.2630157	-0.8757013	0.399857	0.04166172	0.07882165	0.25235203	0.314203	0.387644	1.2389754	0.365930	3.671889	0.56810033	51
42	[1, 0.0008, 12, 16, 24, 32, 20, 0.4, 1, 64, 0.2, 0.1, 2, True]	1.8379918	1.8379918	1.8430332	0.45461756	0.05303494	1.8379918	-3.6990733	0.469883	0.05303494	0.098899774	0.33068812	0.3724425	0.452782	1.8430332	0.407325	4.838886	0.45461756	1.3223608	-1.0259522	0.429213	0.044449057	0.0839914	0.2977218	0.3323395	0.410933	1.293105	0.392448	3.988333	0.5640103	8
43	[1, 0.0008, 12, 16, 24, 32, 20, 0.4, 1, 64, 0.2, 0.1, 2, True]	1.6902776	1.6902776	1.6858883	0.4517309	0.049675003	1.6902776	-2.673917	0.462817	0.049675003	0.09516116	0.3739827	0.38811785	0.464339	1.6858883	0.396545	5.145906	0.4517309	1.3116796	-1.1390823	0.407803	0.041932534	0.08107727	0.24448794	0.3170146	0.396685	1.2760004	0.375517	3.614222	0.59236556	78
44	[1, 0.0008, 12, 8, 24, 64, 15, 0.4, 1, 64, 0.2, 0.1, 2, True]	1.713932	1.713932	1.7141577	0.43941396	0.051678635	1.713932	-2.936985	0.484717	0.051678635	0.09810762	0.381161	0.39421138	0.471464	1.7141577	0.415548	5.195057	0.43941396	1.3228375	-1.0924929	0.421585	0.042709377	0.08154184	0.25204152	0.32119602	0.399957	1.284702	0.385325	3.669629	0.57236886	82
45	[2, 0.0005, 12, 12, 24, 32, 7, 0.6, 1, 30, 0.05, 0.1, 2, True]	1.6472582	1.6472582	1.6513366	0.5030816	0.047231864	1.6472582	-2.9370646	0.427568	0.047231864	0.08784405	0.32077116	0.3523179	0.424468	1.6513366	0.368203	4.765777	0.5030816	1.2127707	-0.74690795	0.402933	0.041916676	0.07940364	0.27304253	0.31422704	0.390721	1.1687012	0.372191	3.819454	0.5984735	83
46	[2, 0.0005, 12, 12, 24, 32, 7, 0.6, 1, 10, 0.05, 3, 2, True]	1.9280963	1.9280963	1.889523	0.45488092	0.05381573	1.9280963	-5.0732875	0.484143	0.05381573	0.10269319	0.34078684	0.38189062	0.464760	1.889523	0.419942	4.912217	0.45488092	1.3577119	-1.1892738	0.432027	0.044799004	0.08508839	0.2995165	0.33629587	0.415356	1.3232956	0.394156	4.000336	0.555886	22
47	[2, 0.0005, 12, 16, 24, 32, 7, 0.6, 1, 30, 0.1, 0.1, 2, True]	1.6355776	1.6355776	1.6290803	0.44050485	0.047263753	1.6355776	-3.190891	0.435442	0.047263753	0.08946147	0.327366	0.35614765	0.426152	1.6290803	0.374180	4.814519	0.44050485	1.234377	-0.7498006	0.406586	0.041517984	0.07939119	0.2613866	0.3153933	0.392885	1.1959882	0.375550	3.737041	0.60819954	79
48	[2, 0.0005, 12, 16, 16, 32, 7, 0.6, 1, 64, 0.1, 1, 2, True]	1.8931587	1.8931587	1.8748047	0.4910858	0.052611344	1.8931587	-4.901087	0.480361	0.052611344	0.10153195	0.32664683	0.37961254	0.463313	1.8748047	0.418312	4.809228	0.4910858	1.326673	-1.1842722	0.418833	0.04354315	0.08279891	0.28263935	0.32544202	0.402534	1.2820938	0.383191	3.885997	0.60554767	24
49	[2, 0.0005, 12, 16, 24, 32, 7, 0.6, 1, 30, 0.1, 0.1, 2, True]	1.8447909	1.8447909	1.8254505	0.48848996	0.052303452	1.8447909	-3.9737823	0.467968	0.052303452	0.09792045	0.32520044	0.37262902	0.454369	1.8254505	0.406440	4.798568	0.48848996	1.3503152	-1.3028358	0.424027	0.04390985	0.08346613	0.29209396	0.32939798	0.408650	1.3071785	0.389701	3.950458	0.5866708	22
50	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.5964472	1.5964472	1.5781581	0.44207522	0.04791856	1.5964472	-2.1806746	0.431418	0.04791856	0.08777897	0.32796964	0.35461095	0.425990	1.5781581	0.371286	4.818956	0.44207522	1.2537706	-0.8132133	0.404546	0.04173015	0.0802052	0.25918868	0.31888822	0.394529	1.21572	0.370728	3.721295	0.59182864	83
51	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.7056005	1.7056005	1.6914668	0.48113263	0.047459364	1.7056005	-3.2003505	0.436681	0.047459364	0.090229586	0.32004356	0.35129768	0.424789	1.6914668	0.378127	4.760370	0.48113263	1.3766518	-1.493269	0.435397	0.044211175	0.08445879	0.30991527	0.3402883	0.419076	1.3478495	0.398182	4.069187	0.5976402	150
52	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.707756	1.707756	1.7049174	0.46914834	0.051286124	1.707756	-3.2461874	0.492203	0.051286124	0.1016179	0.394878	0.40313292	0.482831	1.7049174	0.422689	5.287709	0.46914834	1.2411764	-0.7817629	0.398705	0.041110344	0.07813965	0.24121371	0.30980414	0.384527	1.2003725	0.363574	3.589939	0.6038381	67
53	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.6579376	1.6579376	1.6702387	0.46832696	0.049105268	1.6579376	-2.8854742	0.464874	0.049105268	0.09494104	0.36903277	0.38011438	0.456104	1.6702387	0.401907	5.111738	0.46832696	1.464191	-2.6569567	0.428927	0.04372827	0.084365495	0.28351924	0.34066233	0.416728	1.462415	0.389838	3.892041	0.59995645	96
54	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.6258008	1.6258008	1.6192696	0.44371364	0.04846794	1.6258008	-2.321055	0.445680	0.04846794	0.0911989	0.31566715	0.35359055	0.424922	1.6192696	0.383465	4.727709	0.44371364	1.2454892	-0.86059487	0.407603	0.04197395	0.08066176	0.2625168	0.3161486	0.392705	1.206943	0.374834	3.745111	0.5924882	149
55	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.6253456	1.6253456	1.648199	0.46329963	0.048628967	1.6253456	-2.8890572	0.455210	0.048628967	0.093298316	0.36049324	0.37742	0.450902	1.648199	0.392754	5.052248	0.46329963	1.2719728	-0.94457453	0.409310	0.042253625	0.07997897	0.2641436	0.3192186	0.395094	1.2401108	0.375708	3.756697	0.5931053	67
56	[2, 0.0005, 12, 16, 24, 64, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.6990985	1.6990985	1.6950071	0.4574348	0.05002086	1.6990985	-3.0910676	0.468195	0.05002086	0.09548576	0.3938309	0.39716372	0.474768	1.6950071	0.399643	5.280694	0.4574348	1.2806097	-0.9051715	0.417302	0.04257327	0.081074424	0.26085514	0.32422405	0.399039	1.2522038	0.379210	3.733239	0.6116409	62
57	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 0.1, 2, True]	1.6284764	1.6284764	1.6365075	0.46795306	0.048780546	1.6284764	-2.7050667	0.446215	0.048780546	0.091402575	0.3370943	0.36160448	0.433296	1.6365075	0.384196	4.885531	0.46795306	1.2320523	-0.77258885	0.391943	0.04049541	0.077325985	0.24855669	0.3073644	0.381653	1.1945269	0.361558	3.644172	0.5857897	69
58	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 1, 2, True]	1.5934047	1.5934047	1.5976753	0.47697628	0.048899386	1.5934047	-2.3503585	0.455616	0.048899386	0.09196554	0.35247195	0.36489236	0.436805	1.5976753	0.391537	4.995724	0.47697628	1.298283	-1.3879348	0.394286	0.03982709	0.077169165	0.24181253	0.31077048	0.382684	1.2863067	0.358704	3.594393	0.6467924	118
59	[2, 0.0005, 12, 16, 24, 32, 5, 0.5, 1, 40, 0.1, 1, 2, True]	1.8862008	1.8862008	1.8723943	0.4854527	0.053360514	1.8862008	-4.0193915	0.479060	0.053360514	0.10102089	0.33911154	0.3803609	0.462175	1.8723943	0.416439	4.900128	0.4854527	1.3305532	-1.2442527	0.407860	0.042268034	0.081015676	0.2737479	0.31999996	0.397127	1.2974354	0.375313	3.824384	0.6072404	36
60	[2, 0.0003, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 1, 2, True]	1.8437017	1.8437017	1.8458824	0.47356656	0.05277187	1.8437017	-4.1153235	0.478485	0.05277187	0.10028424	0.33758062	0.3773708	0.456055	1.8458824	0.412009	4.889054	0.47356656	1.318125	-1.1236365	0.414902	0.043086447	0.081859946	0.2824987	0.32329547	0.399670	1.2824274	0.379724	3.885030	0.59593487	41
61	[2, 0.0005, 12, 16, 24, 32, 5, 0.6, 1, 40, 0.1, 1, 2, True]	1.6115615	1.6115615	1.6164219	0.44901806	0.049449403	1.6115615	-2.3975782	0.456555	0.049449403	0.09192748	0.3581475	0.37121648	0.446941	1.6164219	0.391725	5.035784	0.44901806	1.3751758	-1.612527	0.396979	0.0406764	0.0787304	0.27509254	0.32758817	0.403426	1.3529963	0.361959	3.833765	0.59810215	106
