Iter,hps,sum,rrse,rrae,corr,smape,valid rse,valid r2,valid mase,valid smape,valid mape,valid mse,valid mae,valid rmse,valid rae,valid hist_rse,valid global_rse,valid corr,test rse,test r2,test mase,test smape,test mape,test mse,test mae,test rmse,test rae,test hist_rse,test global_rse,test corr,best_epoch
0,"[1, 0.0008, 12, 16, 24, 32, 5, 0.4, 2, 30, 0.1, 3, 2, True]",2.4816103,2.4816103,2.4488764,0.06552808,0.081377886,2.4816103,-14.168363,0.447149,0.081377886,0.13249315,0.4860554,0.4813174,0.595639,2.4488764,0.535970,6.477281,0.06552808,2.0896454,-3.9461162,0.620812,0.09054989,0.1590414,0.9730889,0.6611425,0.810194,2.083598,0.728013,7.795371,0.083329104,2
1,"[1, 0.0005, 12, 8, 24, 48, 20, 0.6, 1, 20, 0.1, 3, 2, True]",2.3048813,2.3048813,2.2401266,0.14515558,0.074142076,2.3048813,-17.524393,0.454925,0.074142076,0.13376398,0.5069501,0.48884374,0.605540,2.2401266,0.543151,6.615040,0.14515558,1.9854426,-3.7508776,0.587577,0.08522986,0.14889996,0.90272915,0.61956304,0.760467,1.9765788,0.692011,7.508259,0.16388771,4
2,"[1, 0.0003, 8, 16, 16, 48, 7, 0.5, 1, 10, 0.1, 3, 2, True]",2.4343138,2.4343138,2.3770978,0.113431044,0.078977935,2.4343138,-19.301445,0.464991,0.078977935,0.13890213,0.524617,0.49962065,0.616019,2.3770978,0.555175,6.729318,0.113431044,2.0297534,-3.7170987,0.605220,0.0883554,0.15451404,0.95871675,0.6431702,0.788056,2.0190234,0.714185,7.737590,0.12026683,4
3,"[1, 0.0005, 12, 8, 16, 32, 9, 0.5, 1, 40, 0.05, 3, 2, True]",2.5694351,2.5694351,2.4546812,0.0859787,0.08163924,2.5694351,-18.318983,0.459704,0.08163924,0.13800646,0.5025016,0.4943247,0.607531,2.4546812,0.548175,6.585952,0.0859787,2.110661,-4.1066117,0.616054,0.08923846,0.15713803,0.9605966,0.6528831,0.808679,2.0764303,0.727520,7.745171,0.11553287,3
4,"[2, 0.0008, 12, 8, 32, 64, 20, 0.4, 1, 40, 0.2, 3, 2, True]",2.4454765,2.4454765,2.3768036,-0.01176281,0.07962857,2.4454765,-22.361391,0.457332,0.07962857,0.1364442,0.53141403,0.49377695,0.617823,2.3768036,0.551591,6.772770,-0.01176281,2.0942714,-3.9957356,0.617530,0.08901344,0.15601525,0.9815137,0.6573972,0.814858,2.0372736,0.730635,7.829043,-0.019957367,1
5,"[1, 0.0008, 8, 16, 32, 48, 7, 0.5, 2, 10, 0.2, 1, 2, True]",2.1835837,2.1835837,2.1493952,0.49602726,0.060696784,2.1835837,-10.086753,0.419860,0.060696784,0.11844044,0.5466152,0.4820924,0.609966,2.1493952,0.504500,6.868956,0.49602726,1.5439156,-1.757563,0.494132,0.06760598,0.12231684,0.6543919,0.51018685,0.625270,1.5171816,0.577084,6.392628,0.47654885,59
6,"[1, 0.0005, 12, 12, 24, 32, 15, 0.5, 1, 10, 0.05, 1, 3, True]",2.656876,2.656876,2.6044495,0.077050716,0.08233949,2.656876,-19.205578,0.454477,0.08233949,0.13785233,0.50255597,0.48945332,0.601648,2.6044495,0.544042,6.586308,0.077050716,2.2327201,-5.299547,0.636956,0.0923877,0.16364923,1.0026413,0.68383026,0.833717,2.2297552,0.742201,7.912857,0.069868036,2
7,"[2, 0.0005, 12, 16, 24, 64, 5, 0.5, 2, 10, 0.05, 0.1, 3, True]",2.3202057,2.3202057,2.2190926,0.024397152,0.07708366,2.3202057,-17.471985,0.454099,0.07708366,0.13463919,0.49679765,0.4857336,0.599370,2.2190926,0.541971,6.548467,0.024397152,1.95917,-3.1928103,0.599131,0.08622631,0.1505944,0.9297341,0.63137597,0.778749,1.9236054,0.707654,7.619735,0.045215163,2
8,"[1, 0.0008, 8, 16, 24, 48, 5, 0.6, 1, 64, 0.2, 0.1, 3, True]",1.6410635,1.6410635,1.5853474,0.468188,0.054566555,1.6410635,-2.9781482,0.359886,0.054566555,0.104620606,0.34153572,0.38361993,0.489878,1.5853474,0.442017,5.429601,0.468188,1.6499043,-2.3176312,0.497453,0.069768615,0.13026005,0.66516966,0.5244134,0.648612,1.6213206,0.595538,6.445056,0.35372883,115
9,"[2, 0.0008, 8, 8, 16, 64, 9, 0.6, 1, 30, 0.1, 0.1, 2, True]",2.4528382,2.4528382,2.3910203,0.0745866,0.07869266,2.4528382,-13.760595,0.437679,0.07869266,0.12909678,0.4641341,0.46773633,0.586345,2.3910203,0.530277,6.329532,0.0745866,2.03157,-3.7522402,0.605750,0.08724684,0.15492903,0.91660154,0.6427586,0.784944,2.0137248,0.709806,7.565729,0.10034638,2
10,"[2, 0.0003, 8, 12, 24, 48, 5, 0.6, 1, 64, 0.2, 0.1, 3, True]",2.350821,2.350821,2.3015418,0.053372256,0.07615707,2.350821,-17.36238,0.452385,0.07615707,0.13569473,0.48792383,0.48464316,0.595679,2.3015418,0.539561,6.489719,0.053372256,2.017544,-3.7139955,0.598048,0.08578649,0.1524612,0.898745,0.63127273,0.777481,1.9985616,0.704806,7.491672,0.0249479,6
11,"[1, 0.0008, 8, 16, 32, 48, 7, 0.6, 1, 64, 0.2, 1, 3, True]",2.5253868,2.5253868,2.4744196,0.48277506,0.06419516,2.5253868,-27.075808,0.446637,0.06419516,0.13275559,0.55458635,0.49758232,0.629388,2.4744196,0.541745,6.918858,0.48277506,1.6784441,-2.6032846,0.511372,0.07136798,0.12918599,0.6932775,0.53288215,0.651158,1.6716708,0.598810,6.579821,0.50495666,36
12,"[1, 0.0008, 8, 16, 32, 48, 7, 0.6, 1, 64, 0.2, 1, 3, True]",2.3232522,2.3232522,2.301586,0.5039755,0.064556666,2.3232522,-15.656372,0.447385,0.064556666,0.13269033,0.50751615,0.4938909,0.617604,2.301586,0.539284,6.618732,0.5039755,1.6493412,-2.3736005,0.512599,0.07135455,0.12901692,0.7123471,0.53134626,0.651918,1.6336061,0.602941,6.669700,0.46131933,41
13,"[1, 0.0008, 8, 16, 32, 48, 15, 0.5, 1, 20, 0.2, 1, 3, True]",2.4327989,2.4327989,2.3897734,0.0566399,0.08199725,2.4327989,-14.93729,0.440341,0.08199725,0.12783442,0.47779432,0.47081003,0.591218,2.3897734,0.530959,6.422001,0.0566399,2.0680552,-3.7772496,0.627487,0.09096514,0.15818754,0.995987,0.6679465,0.814518,2.0556102,0.731864,7.886555,0.05977269,1
14,"[1, 0.0008, 8, 16, 32, 48, 7, 0.4, 1, 64, 0.2, 0.1, 2, True]",1.6752126,1.6752126,1.6181791,0.45634478,0.057947207,1.6752126,-2.8310041,0.389701,0.057947207,0.11069535,0.42671758,0.42202988,0.534535,1.6181791,0.476160,6.069042,0.45634478,1.67563,-2.5295296,0.518126,0.07351828,0.1337935,0.7810739,0.5448299,0.675254,1.647309,0.622653,6.984037,0.36298084,149
15,"[1, 0.0008, 8, 16, 24, 48, 5, 0.4, 1, 64, 0.2, 0.1, 3, True]",2.3705904,2.3705904,2.3074205,0.066336736,0.07481828,2.3705904,-16.230278,0.441763,0.07481828,0.12903039,0.48020124,0.47442675,0.596860,2.3074205,0.534892,6.438156,0.066336736,2.0109305,-3.7773254,0.590442,0.08451397,0.150138,0.89632416,0.62325794,0.773113,1.9868323,0.699893,7.481576,0.057609744,2
16,"[1, 0.0003, 8, 12, 32, 48, 7, 0.4, 1, 64, 0.2, 0.1, 3, True]",2.0563784,2.0563784,2.0273237,0.47016394,0.059893284,2.0563784,-5.7594113,0.407307,0.059893284,0.11726574,0.4030835,0.44121656,0.555946,2.0273237,0.492440,5.898579,0.47016394,1.7943845,-2.908692,0.517302,0.07163401,0.13475241,0.6786416,0.5510677,0.669294,1.8098149,0.607459,6.509997,0.44964007,148
17,"[1, 0.0008, 8, 16, 24, 48, 5, 0.4, 1, 64, 0.2, 0.1, 2, True]",2.3491209,2.3491209,2.2947059,0.07831865,0.07644237,2.3491209,-12.949548,0.431055,0.07644237,0.12664728,0.4600088,0.46677917,0.589656,2.2947059,0.523773,6.301340,0.07831865,2.033188,-3.935467,0.606273,0.08728453,0.1536487,0.93029743,0.6419137,0.782456,2.0289927,0.708017,7.622043,0.059450865,2
18,"[2, 0.0008, 8, 16, 32, 32, 15, 0.6, 1, 64, 0.2, 0.1, 3, True]",1.4244101,1.4244101,1.3511231,0.52243143,0.04709952,1.4244101,-1.5819848,0.329971,0.04709952,0.09103138,0.29433528,0.34497145,0.449125,1.3511231,0.410605,5.040469,0.52243143,1.5950259,-2.1049013,0.495974,0.06978229,0.12884314,0.77011204,0.53631413,0.658668,1.5651054,0.592554,6.934857,0.39723423,121
19,"[2, 0.0003, 8, 12, 16, 32, 15, 0.6, 1, 64, 0.05, 0.1, 3, True]",2.254244,2.254244,2.2181623,0.16707425,0.075512916,2.254244,-17.063929,0.453780,0.075512916,0.13342227,0.5006754,0.4866027,0.602856,2.2181623,0.542058,6.573974,0.16707425,1.9378853,-3.3943512,0.596002,0.08565607,0.1498363,0.90300924,0.6290994,0.759811,1.9500825,0.689696,7.509424,0.19193725,4
20,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",1.3555359,1.3555359,1.259845,0.5471538,0.044206668,1.3555359,-1.5416859,0.302417,0.044206668,0.08351856,0.24747182,0.31830105,0.416116,1.259845,0.377067,4.621817,0.5471538,1.6641496,-2.0754998,0.522446,0.072172076,0.12877464,0.7635962,0.54777646,0.682576,1.6545467,0.624904,6.905456,0.22975883,148
21,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",2.5285006,2.5285006,2.465962,0.082747534,0.08272859,2.5285006,-16.763037,0.448900,0.08272859,0.13375016,0.48795444,0.4801313,0.598913,2.465962,0.540716,6.489922,0.082747534,2.116131,-4.13799,0.628256,0.09143828,0.15987325,0.9833821,0.6667895,0.814910,2.1038432,0.733887,7.836492,0.10776989,1
22,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",1.560929,1.560929,1.500139,0.56522757,0.050433353,1.560929,-2.4429197,0.345378,0.050433353,0.09591966,0.44082013,0.4038019,0.512085,1.500139,0.414519,6.168514,0.56522757,1.5963187,-2.1436434,0.465530,0.06438973,0.11827066,0.758035,0.5267381,0.654617,1.5680696,0.558260,6.880264,0.36863703,148
23,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",2.1623616,2.1623616,2.1277683,0.117315985,0.07630653,2.1623616,-16.799995,0.435545,0.07630653,0.12925723,0.47569084,0.47039208,0.589910,2.1277683,0.526310,6.407849,0.117315985,1.8801485,-2.8041282,0.600581,0.08641061,0.1500228,0.9355352,0.6358874,0.768379,1.8802582,0.695393,7.643470,0.1279807,1
24,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",1.4720901,1.4720901,1.4161744,0.5587924,0.047693662,1.4720901,-2.0015497,0.324358,0.047693662,0.0912013,0.3241126,0.359481,0.458752,1.4161744,0.394991,5.289296,0.5587924,1.7245761,-2.963515,0.509664,0.07093008,0.12929897,0.7298593,0.5472347,0.670381,1.7073723,0.600728,6.751186,0.3600303,142
25,"[2, 0.0008, 8, 16, 32, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",2.412792,2.412792,2.3495662,0.019392015,0.08166857,2.412792,-15.280238,0.448990,0.08166857,0.13398585,0.4741688,0.48298702,0.601203,2.3495662,0.540731,6.397589,0.019392015,2.0748038,-3.7671041,0.624673,0.09080015,0.15832762,0.9971046,0.6644304,0.817416,2.0314496,0.734092,7.890979,-0.007223837,1
26,"[2, 0.0008, 8, 16, 24, 32, 15, 0.6, 1, 40, 0.2, 0.1, 3, True]",1.5118033,1.5118033,1.4178226,0.5366658,0.04981647,1.5118033,-2.166937,0.341537,0.04981647,0.09456773,0.36752006,0.3731179,0.488243,1.4178226,0.423796,5.632360,0.5366658,1.5633965,-1.9683172,0.483695,0.06601042,0.11928466,0.6918936,0.5083841,0.631258,1.542478,0.576654,6.573250,0.34269467,148
