Iter,hps,sum,rrse,rrae,corr,smape,valid rse,valid r2,valid mase,valid smape,valid mape,valid mse,valid mae,valid rmse,valid rae,valid hist_rse,valid global_rse,valid corr,test rse,test r2,test mase,test smape,test mape,test mse,test mae,test rmse,test rae,test hist_rse,test global_rse,test corr,best_epoch
21,"[1, 0.0005, 12, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 2, True]",1.4836727,1.4836727,1.482832,0.4713683,0.020989362,1.4836727,-2.4606857,0.466292,0.020989362,0.042517558,0.04181106,0.14627163,0.182529,1.482832,0.183170,1.600814,0.4713683,1.6701484,-3.3092918,0.621658,0.023465438,0.047032297,0.07118685,0.19041024,0.242977,1.6733775,0.251606,1.669101,0.46799514,23
22,"[1, 0.0005, 12, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 2, True]",1.4617622,1.4617622,1.4644432,0.41604477,0.022432625,1.4617622,-2.001911,0.449296,0.022432625,0.041039467,0.038947046,0.14127685,0.176441,1.4644432,0.177049,1.545015,0.41604477,1.6356874,-2.5953019,0.665983,0.025117915,0.049520504,0.083672754,0.20506471,0.260164,1.6435373,0.267723,1.809567,0.36685148,4
23,"[1, 0.0005, 12, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 2, True]",1.5545384,1.5545384,1.5403018,0.4743708,0.020815818,1.5545384,-2.828506,0.479554,0.020815818,0.043428946,0.045557465,0.15225318,0.191094,1.5403018,0.189695,1.670995,0.4743708,1.6991043,-3.4965749,0.631037,0.023632715,0.047481887,0.075625174,0.19522206,0.249209,1.7077626,0.256262,1.720347,0.47704652,38
24,"[1, 0.0005, 12, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 2, True]",1.4888517,1.4888517,1.4854606,0.47306398,0.021582734,1.4888517,-2.2288902,0.463982,0.021582734,0.042680923,0.041332908,0.1455554,0.181905,1.4854606,0.182681,1.591635,0.47306398,1.7008076,-3.6481705,0.630686,0.024094306,0.048484452,0.07194313,0.19123788,0.244218,1.7054753,0.256200,1.677944,0.4776986,14
25,"[1, 0.0008, 12, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 2, True]",1.5011326,1.5011326,1.503981,0.4701083,0.021656683,1.5011326,-2.3268542,0.467440,0.021656683,0.042800188,0.04240385,0.1475633,0.183404,1.503981,0.184013,1.612122,0.4701083,1.6915965,-3.4283218,0.642460,0.024493152,0.04911526,0.07336352,0.19600683,0.246847,1.7175813,0.257724,1.694427,0.46724024,10
26,"[1, 0.0005, 8, 16, 16, 48, 9, 0.4, 1, 40, 0.2, 1, 3, True]",1.4801934,1.4801934,1.4872395,0.47815907,0.021403601,1.4801934,-2.31617,0.469293,0.021403601,0.04311283,0.042125694,0.14773114,0.182973,1.4872395,0.183653,1.606826,0.47815907,1.6642727,-3.3025727,0.621582,0.023613414,0.04736817,0.069968745,0.19066468,0.241257,1.6794896,0.250512,1.654759,0.48761275,29
27,"[1, 0.0005, 12, 16, 16, 48, 15, 0.4, 1, 30, 0.2, 1, 2, True]",1.4999012,1.4999012,1.4906663,0.48015994,0.021007143,1.4999012,-2.3596125,0.458704,0.021007143,0.042195205,0.041621026,0.14489262,0.182153,1.4906663,0.181726,1.597172,0.48015994,1.6971477,-3.5710297,0.628292,0.02379412,0.047888655,0.07152419,0.19211105,0.243640,1.7066375,0.253701,1.673051,0.48100024,20
28,"[1, 0.0003, 12, 16, 16, 48, 7, 0.4, 1, 10, 0.2, 1, 2, True]",1.5182289,1.5182289,1.5044818,0.47987068,0.02100578,1.5182289,-2.1781096,0.458118,0.02100578,0.04213833,0.040882368,0.1439764,0.180673,1.5044818,0.180878,1.582936,0.47987068,1.7052989,-3.664597,0.622944,0.023664897,0.047669996,0.07101891,0.19079971,0.243191,1.7094328,0.252932,1.667131,0.4765791,37
29,"[1, 0.0008, 8, 8, 32, 32, 15, 0.5, 1, 40, 0.2, 1, 2, True]",1.45691,1.45691,1.4753505,0.44161746,0.023280242,1.45691,-2.4201798,0.455462,0.023280242,0.04137732,0.040112052,0.1434497,0.179097,1.4753505,0.179112,1.567952,0.44161746,1.5883116,-2.2689154,0.670891,0.025326412,0.04970252,0.08315826,0.20753098,0.257778,1.6096369,0.265035,1.803995,0.41594008,2
30,"[1, 0.0008, 8, 8, 32, 32, 15, 0.5, 1, 40, 0.2, 1, 2, True]",1.4963673,1.4963673,1.4911582,0.4510914,0.021425802,1.4963673,-2.2797978,0.464904,0.021425802,0.042461563,0.04199636,0.14610814,0.182808,1.4911582,0.183414,1.604358,0.4510914,1.66958,-3.2328007,0.624623,0.023609553,0.047272325,0.07333765,0.19176628,0.246667,1.6720753,0.255541,1.694128,0.4542867,16
31,"[1, 0.0008, 8, 8, 32, 32, 15, 0.5, 1, 40, 0.2, 1, 2, True]",1.509425,1.509425,1.4957045,0.47131443,0.021349333,1.509425,-2.4710758,0.477210,0.021349333,0.04364542,0.044732444,0.15095054,0.187421,1.4957045,0.187282,1.655795,0.47131443,1.679549,-3.4454262,0.633591,0.02390893,0.048027027,0.072569475,0.19284125,0.244405,1.6865983,0.255356,1.685232,0.48459995,12
32,"[1, 0.0008, 8, 8, 32, 32, 15, 0.5, 1, 40, 0.2, 1, 2, True]",1.5311034,1.5311034,1.5260127,0.47087112,0.021425383,1.5311034,-2.6566734,0.472903,0.021425383,0.04273234,0.043303322,0.14971238,0.186823,1.5260127,0.186044,1.629131,0.47087112,1.6810358,-3.3960826,0.627459,0.023497187,0.04710824,0.07400234,0.19279799,0.246657,1.6737453,0.254636,1.701788,0.47917345,30
33,"[1, 0.0008, 8, 8, 32, 32, 15, 0.5, 1, 40, 0.2, 1, 2, True]",1.4869113,1.4869113,1.4807038,0.37104997,0.023275767,1.4869113,-2.2831614,0.459663,0.023275767,0.041810703,0.040339217,0.14416014,0.179790,1.4807038,0.180421,1.572386,0.37104997,1.6179776,-2.2522674,0.677350,0.025571115,0.04994585,0.090907656,0.21048379,0.269032,1.6218668,0.274478,1.886179,0.32974,3
34,"[1, 0.0003, 8, 8, 32, 32, 9, 0.5, 1, 40, 0.2, 3, 2, True]",1.5183583,1.5183583,1.5269716,0.46847504,0.022141453,1.5183583,-2.279301,0.467997,0.022141453,0.043048095,0.043642815,0.14792015,0.185377,1.5269716,0.184893,1.635504,0.46847504,1.6919074,-3.4930043,0.627869,0.02386724,0.047877178,0.07151314,0.19202477,0.244240,1.6891232,0.254903,1.672922,0.49861756,51
35,"[1, 0.0008, 8, 16, 16, 32, 7, 0.5, 1, 30, 0.1, 1, 2, True]",1.4879225,1.4879225,1.482855,0.48520514,0.020751333,1.4879225,-2.46614,0.465487,0.020751333,0.04255431,0.0426368,0.1466183,0.183918,1.482855,0.183800,1.616545,0.48520514,1.6993052,-3.5892763,0.630653,0.023832474,0.04796523,0.07177966,0.19253658,0.244034,1.7147821,0.254516,1.676036,0.48646605,21
36,"[1, 0.0003, 12, 8, 32, 48, 20, 0.4, 1, 40, 0.2, 1, 2, True]",1.513095,1.513095,1.502747,0.46958733,0.021006962,1.513095,-2.2720237,0.460101,0.021006962,0.042136554,0.041104436,0.14435391,0.181788,1.502747,0.182155,1.587229,0.46958733,1.6893685,-3.4401693,0.626384,0.023563562,0.047330298,0.07265348,0.19155908,0.245658,1.6809152,0.254912,1.686207,0.46468374,32
37,"[1, 0.0008, 12, 16, 32, 32, 9, 0.5, 1, 20, 0.2, 3, 2, True]",1.4744221,1.4744221,1.5068103,0.3741201,0.02292035,1.4744221,-2.1785407,0.462941,0.02292035,0.04234755,0.04162435,0.14531069,0.181735,1.5068103,0.182307,1.597236,0.3741201,1.643509,-2.6495368,0.680140,0.025700655,0.05086585,0.08281989,0.20834215,0.259554,1.6907674,0.268376,1.800321,0.32855576,3
38,"[1, 0.0005, 8, 8, 16, 48, 7, 0.5, 1, 10, 0.1, 1, 3, True]",1.5157495,1.5157495,1.5048541,0.46390858,0.02188387,1.5157495,-2.522401,0.474242,0.02188387,0.043726705,0.04355878,0.14973958,0.186616,1.5048541,0.186224,1.633929,0.46390858,1.6905799,-3.3857882,0.635074,0.02418687,0.048408005,0.07354122,0.19410504,0.247607,1.6780571,0.257383,1.696478,0.46330005,21
39,"[1, 0.0008, 12, 16, 32, 32, 15, 0.4, 1, 40, 0.2, 1, 2, True]",1.5097698,1.5097698,1.4983871,0.4748298,0.021243831,1.5097698,-2.5029666,0.473588,0.021243831,0.04328629,0.04397724,0.14950155,0.187867,1.4983871,0.187998,1.641759,0.4748298,1.6945374,-3.4747398,0.632988,0.023931522,0.048112605,0.07316497,0.19386517,0.246389,1.6944032,0.255430,1.692132,0.48810083,14
40,"[1, 0.0003, 12, 8, 16, 48, 20, 0.5, 1, 20, 0.2, 0.1, 2, True]",1.4724814,1.4724814,1.4956242,0.4117981,0.023982067,1.4724814,-2.2135515,0.455777,0.023982067,0.041794416,0.039113812,0.14300852,0.177148,1.4956242,0.178191,1.548319,0.4117981,1.6364502,-2.6224282,0.670447,0.025697585,0.05061071,0.085492395,0.20606272,0.261220,1.6595423,0.270515,1.829138,0.34308383,9
41,"[2, 0.0005, 12, 12, 24, 64, 5, 0.6, 1, 64, 0.05, 0.1, 2, True]",1.4982063,1.4982063,1.4823714,0.46521482,0.021431003,1.4982063,-2.2585068,0.466930,0.021431003,0.042763967,0.042898472,0.14689176,0.184618,1.4823714,0.184797,1.621498,0.46521482,1.6650555,-3.1683936,0.634308,0.02394482,0.047847614,0.074389614,0.19340436,0.247669,1.6632253,0.257494,1.706235,0.4451401,13
42,"[2, 0.0005, 12, 12, 24, 64, 5, 0.6, 2, 64, 0.05, 0.1, 2, True]",1.498554,1.498554,1.4969404,0.48850355,0.020874722,1.498554,-2.4348662,0.466920,0.020874722,0.042517316,0.041837223,0.14666179,0.183454,1.4969404,0.184199,1.601315,0.48850355,1.6830312,-3.4323285,0.625751,0.023590619,0.047379274,0.071398266,0.19160648,0.243656,1.693953,0.253111,1.671578,0.47534397,29
43,"[2, 0.0005, 12, 12, 24, 64, 5, 0.6, 1, 64, 0.05, 0.1, 2, True]",1.4528887,1.4528887,1.4467335,0.43507537,0.022232406,1.4528887,-2.0479617,0.452159,0.022232406,0.041623008,0.040531345,0.14155261,0.178919,1.4467335,0.179807,1.576126,0.43507537,1.6109024,-2.5442579,0.647102,0.02441406,0.048168693,0.08046028,0.1987953,0.254806,1.6109023,0.264166,1.774490,0.41843227,4
44,"[2, 0.0005, 12, 12, 24, 64, 9, 0.6, 1, 10, 0.05, 0.1, 2, True]",1.5117278,1.5117278,1.5130494,0.46809024,0.021577526,1.5117278,-2.308648,0.468414,0.021577526,0.043208018,0.042525962,0.14695646,0.183538,1.5130494,0.184352,1.614442,0.46809024,1.6510175,-3.2515988,0.626845,0.023796069,0.047719214,0.07062946,0.19042668,0.240867,1.6713077,0.252058,1.662554,0.48760194,21
45,"[2, 0.0005, 12, 16, 24, 32, 7, 0.4, 1, 40, 0.05, 0.1, 2, True]",1.5023493,1.5023493,1.4980808,0.47859383,0.021061605,1.5023493,-2.2740183,0.461837,0.021061605,0.042117283,0.040552475,0.14502345,0.180451,1.4980808,0.181336,1.576537,0.47859383,1.6705265,-3.3719697,0.628237,0.02368972,0.04756364,0.07153746,0.19138166,0.242940,1.6859517,0.252859,1.673206,0.47669253,20
46,"[2, 0.0005, 12, 12, 24, 64, 5, 0.6, 1, 64, 0.05, 0.1, 3, True]",1.4756522,1.4756522,1.4577669,0.454621,0.02306106,1.4756522,-2.102918,0.451055,0.02306106,0.04130502,0.03934253,0.14155984,0.177219,1.4577669,0.178050,1.552839,0.454621,1.614716,-2.3821194,0.665110,0.024988374,0.04900595,0.08464646,0.20497818,0.261057,1.5967109,0.267758,1.820066,0.41543287,4
47,"[2, 0.0008, 12, 8, 32, 32, 9, 0.5, 1, 30, 0.05, 0.1, 2, True]",1.5057284,1.5057284,1.4976687,0.48045734,0.021032952,1.5057284,-2.5256188,0.470751,0.021032952,0.04296399,0.04369663,0.14925306,0.185894,1.4976687,0.185420,1.636513,0.48045734,1.6879317,-3.5399225,0.617860,0.023271678,0.04682945,0.07137627,0.18979533,0.242496,1.687414,0.250362,1.671320,0.4901201,19
48,"[1, 0.0005, 12, 12, 24, 48, 7, 0.6, 1, 20, 0.05, 3, 2, True]",1.5204499,1.5204499,1.5054116,0.47807297,0.021119779,1.5204499,-2.486979,0.464818,0.021119779,0.04256787,0.04249687,0.14689448,0.184126,1.5054116,0.183409,1.613890,0.47807297,1.6995856,-3.5444183,0.621875,0.023514198,0.047289245,0.07188929,0.19100517,0.244526,1.6878625,0.252137,1.677316,0.47412196,27
49,"[2, 0.0008, 8, 16, 16, 64, 5, 0.4, 1, 10, 0.1, 0.1, 2, True]",1.4322388,1.4322388,1.4237392,0.43940645,0.021666417,1.4322388,-2.116358,0.460360,0.021666417,0.04190159,0.04069446,0.14472042,0.179310,1.4237392,0.180295,1.579294,0.43940645,1.6102715,-2.6090002,0.641477,0.024185868,0.047836006,0.07736993,0.19675533,0.250806,1.6140915,0.259875,1.740078,0.41158697,3
50,"[2, 0.0008, 8, 8, 32, 64, 5, 0.5, 1, 10, 0.1, 0.1, 3, True]",1.5270683,1.5270683,1.5289115,0.48334306,0.020955507,1.5270683,-2.6391034,0.466888,0.020955507,0.042307932,0.04161019,0.14699544,0.183264,1.5289115,0.183405,1.596964,0.48334306,1.6904091,-3.4040823,0.631151,0.023734294,0.04757385,0.07299696,0.19385166,0.246162,1.6964365,0.253327,1.690188,0.4628376,13
51,"[2, 0.0008, 8, 16, 16, 64, 5, 0.4, 1, 10, 0.1, 0.1, 2, True]",1.4635788,1.4635788,1.4556663,0.47265708,0.020988751,1.4635788,-2.3970783,0.468425,0.020988751,0.04293402,0.04305874,0.14784211,0.184637,1.4556663,0.184187,1.624524,0.47265708,1.6481551,-3.1954777,0.618633,0.023499738,0.04709058,0.070789285,0.18955405,0.241058,1.6639041,0.251396,1.664434,0.49237856,13
52,"[2, 0.0008, 8, 16, 16, 64, 5, 0.4, 1, 10, 0.1, 0.1, 2, True]",1.4879225,1.4879225,1.4678138,0.47456837,0.020878406,1.4879225,-2.6758597,0.462957,0.020878406,0.042356994,0.04226654,0.14568536,0.183840,1.4678138,0.183729,1.609510,0.47456837,1.6765802,-3.3300261,0.619425,0.023417337,0.0469105,0.07182603,0.18937103,0.244719,1.661745,0.254090,1.676578,0.47573942,14
53,"[2, 0.0008, 8, 16, 16, 64, 5, 0.4, 1, 10, 0.1, 0.1, 2, True]",1.5236174,1.5236174,1.4967608,0.42467648,0.022200156,1.5236174,-2.738011,0.486662,0.022200156,0.04453483,0.05096413,0.15408759,0.197751,1.4967608,0.196188,1.767371,0.42467648,1.7112905,-3.4081874,0.642259,0.024385992,0.04868867,0.0795846,0.19643745,0.256003,1.6938493,0.267663,1.764807,0.428389,14
54,"[2, 0.0005, 8, 16, 16, 64, 5, 0.4, 1, 64, 0.1, 0.1, 2, True]",1.4696751,1.4696751,1.4647151,0.46591717,0.021591686,1.4696751,-2.5094936,0.478006,0.021591686,0.04421914,0.046327535,0.15093796,0.188829,1.4647151,0.188066,1.685059,0.46591717,1.6725559,-3.3663936,0.631037,0.0241091,0.048345823,0.071861036,0.19198664,0.243744,1.6861764,0.255658,1.676986,0.47388157,13
55,"[1, 0.0008, 12, 16, 16, 32, 20, 0.4, 1, 10, 0.05, 1, 2, True]",1.4947022,1.4947022,1.4946839,0.48115632,0.021056088,1.4947022,-2.3299572,0.465437,0.021056088,0.042745437,0.042824253,0.14675643,0.182973,1.4946839,0.183542,1.620094,0.48115632,1.6689122,-3.3106182,0.628159,0.023729095,0.047639713,0.07177868,0.1917348,0.244014,1.6836357,0.254386,1.676025,0.47405478,17
56,"[2, 0.0005, 12, 12, 16, 48, 9, 0.6, 1, 40, 0.2, 0.1, 2, True]",1.5321565,1.5321565,1.5202825,0.47041693,0.02128921,1.5321565,-2.4023523,0.469964,0.02128921,0.042830028,0.042538296,0.14778692,0.184655,1.5202825,0.185887,1.614676,0.47041693,1.6739398,-3.3230453,0.622447,0.023471361,0.047086958,0.07166735,0.19164446,0.244161,1.6803242,0.252431,1.674725,0.48035353,18
57,"[1, 0.0008, 8, 16, 24, 64, 15, 0.4, 1, 64, 0.05, 1, 2, True]",1.486327,1.486327,1.488564,0.47982168,0.020874819,1.486327,-2.3873134,0.469380,0.020874819,0.04278295,0.04222634,0.1479362,0.183939,1.488564,0.184244,1.608744,0.47982168,1.6829966,-3.415013,0.633102,0.023841104,0.047880318,0.072761655,0.1936335,0.245694,1.7001842,0.254933,1.687462,0.4707826,9
58,"[1, 0.0005, 12, 8, 32, 48, 7, 0.4, 1, 10, 0.1, 3, 2, True]",1.5106983,1.5106983,1.4980795,0.47119743,0.021705342,1.5106983,-2.1726604,0.462676,0.021705342,0.04236714,0.041798946,0.1454434,0.181863,1.4980795,0.182453,1.600582,0.47119743,1.679708,-3.2830274,0.641178,0.024186185,0.048385363,0.07519703,0.19640072,0.249121,1.6774904,0.258856,1.715470,0.4767453,18
59,"[2, 0.0003, 12, 16, 16, 64, 9, 0.5, 1, 40, 0.2, 0.1, 2, True]",1.455683,1.455683,1.4606577,0.48342547,0.021546865,1.455683,-1.9681491,0.457963,0.021546865,0.042258702,0.04100832,0.14379482,0.178794,1.4606577,0.180033,1.585373,0.48342547,1.6327504,-3.180572,0.618622,0.02351616,0.04710722,0.06963759,0.1881495,0.238759,1.6494359,0.250220,1.650839,0.5045541,27
60,"[2, 0.0003, 12, 12, 16, 64, 5, 0.5, 1, 40, 0.05, 0.1, 3, True]",1.4832747,1.4832747,1.4819583,0.48105744,0.02164767,1.4832747,-2.1079297,0.467341,0.02164767,0.042958014,0.042869043,0.14708059,0.183570,1.4819583,0.184592,1.620941,0.48105744,1.6437112,-3.3094676,0.616263,0.023462253,0.04708405,0.068931155,0.18658872,0.237615,1.6499144,0.249578,1.642444,0.48890796,27
